dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,sum_sines
0.90625,0.40625,0.78125,0.59375,0.09375,0.40625,2.934784681751231
0.40625,0.90625,0.28125,0.09375,0.59375,0.90625,2.900203239034048
0.28125,0.28125,0.15625,0.21875,0.71875,0.53125,2.0927939318860638
0.78125,0.78125,0.65625,0.71875,0.21875,0.03125,2.9251839949757628
0.53125,0.03125,0.40625,0.46875,0.46875,0.28125,2.1141233936702215
0.03125,0.53125,0.90625,0.96875,0.96875,0.78125,3.6775774169193394
0.046875,0.265625,0.703125,0.546875,0.140625,0.921875,2.4128935530556666
0.546875,0.765625,0.203125,0.046875,0.640625,0.421875,2.4687655803418145
0.796875,0.015625,0.953125,0.796875,0.890625,0.171875,3.2096994207634886
0.296875,0.515625,0.453125,0.296875,0.390625,0.671875,2.519143641888067
0.421875,0.140625,0.078125,0.421875,0.265625,0.796875,2.014838860876782
0.921875,0.640625,0.578125,0.921875,0.765625,0.296875,3.723144578020422
0.671875,0.390625,0.328125,0.171875,0.515625,0.046875,2.0364561431815726
0.171875,0.890625,0.828125,0.671875,0.015625,0.546875,2.8432591493350112
0.234375,0.078125,0.265625,0.984375,0.703125,0.734375,2.7224475080881394
0.734375,0.578125,0.765625,0.484375,0.203125,0.234375,2.8091872436369947
0.984375,0.328125,0.015625,0.734375,0.453125,0.484375,2.74437541284254
0.484375,0.828125,0.515625,0.234375,0.953125,0.984375,3.5757895115936424
0.359375,0.453125,0.890625,0.109375,0.828125,0.609375,2.985108317880061
0.859375,0.953125,0.390625,0.609375,0.328125,0.109375,2.9572110957569024
0.609375,0.203125,0.640625,0.359375,0.078125,0.359375,2.1532067759544433
0.109375,0.703125,0.140625,0.859375,0.578125,0.859375,2.9572475887089453
0.078125,0.234375,0.796875,0.140625,0.421875,0.078125,1.6531353540558125
0.578125,0.734375,0.296875,0.640625,0.921875,0.578125,3.449998704520035
0.828125,0.484375,0.546875,0.390625,0.671875,0.828125,3.462226223066944
0.328125,0.984375,0.046875,0.890625,0.171875,0.328125,2.4728164851454952
0.453125,0.359375,0.421875,0.765625,0.046875,0.203125,2.1405149357169555
0.953125,0.859375,0.921875,0.265625,0.546875,0.703125,3.7985376761817644
0.703125,0.109375,0.171875,0.515625,0.796875,0.953125,2.950275107248995
0.203125,0.609375,0.671875,0.015625,0.296875,0.453125,2.142475701379456
0.140625,0.421875,0.234375,0.328125,0.984375,0.265625,2.199576286467602
0.640625,0.921875,0.734375,0.828125,0.484375,0.765625,3.9598639051464395
0.890625,0.171875,0.484375,0.078125,0.234375,0.515625,2.2175097026179578
0.390625,0.671875,0.984375,0.578125,0.734375,0.015625,3.068349709085176
0.265625,0.046875,0.609375,0.703125,0.609375,0.390625,2.4814514505698444
0.765625,0.546875,0.109375,0.203125,0.109375,0.890625,2.4105184249983296
0.515625,0.296875,0.859375,0.953125,0.359375,0.640625,3.307661822532062
0.015625,0.796875,0.359375,0.453125,0.859375,0.140625,2.4178628931916255
0.0234375,0.3984375,0.8203125,0.8359375,0.6484375,0.4453125,2.9193801787817106
0.5234375,0.8984375,0.3203125,0.3359375,0.1484375,0.9453125,2.8853055389543645
0.7734375,0.1484375,0.5703125,0.5859375,0.3984375,0.6953125,2.9679719304960788
0.2734375,0.6484375,0.0703125,0.0859375,0.8984375,0.1953125,2.0064987336852482
0.3984375,0.0234375,0.4453125,0.2109375,0.7734375,0.3203125,2.0649928213249718
0.8984375,0.5234375,0.9453125,0.7109375,0.2734375,0.8203125,3.746841205424924
0.6484375,0.2734375,0.1953125,0.4609375,0.0234375,0.5703125,2.0761761378571055
0.1484375,0.7734375,0.6953125,0.9609375,0.5234375,0.0703125,2.876961146254107
0.2109375,0.2109375,0.1328125,0.6484375,0.2109375,0.1328125,1.496916710924832
0.7109375,0.7109375,0.6328125,0.1484375,0.7109375,0.6328125,3.28835634645334
0.9609375,0.4609375,0.3828125,0.8984375,0.9609375,0.8828125,4.012659099665976
0.4609375,0.9609375,0.8828125,0.3984375,0.4609375,0.3828125,3.243342198906759
0.3359375,0.3359375,0.5078125,0.2734375,0.3359375,0.0078125,1.7530854188318241
0.8359375,0.8359375,0.0078125,0.7734375,0.8359375,0.5078125,3.4184545559536788
0.5859375,0.0859375,0.7578125,0.0234375,0.5859375,0.7578125,2.589897042837404
0.0859375,0.5859375,0.2578125,0.5234375,0.0859375,0.2578125,1.7344365115490565
0.1171875,0.1171875,0.6640625,0.4921875,0.9296875,0.5390625,2.6374796599240407
0.6171875,0.6171875,0.1640625,0.9921875,0.4296875,0.0390625,2.613678689841251
0.8671875,0.3671875,0.9140625,0.2421875,0.1796875,0.2890625,2.617097453626145
0.3671875,0.8671875,0.4140625,0.7421875,0.6796875,0.7890625,3.5379808123326146
0.4921875,0.4921875,0.0390625,0.6171875,0.5546875,0.6640625,2.7059049342827386
0.9921875,0.9921875,0.5390625,0.1171875,0.0546875,0.1640625,2.5226873366893994
0.7421875,0.2421875,0.2890625,0.8671875,0.3046875,0.4140625,2.6656215577275124
0.2421875,0.7421875,0.7890625,0.3671875,0.8046875,0.9140625,3.4970180653117247
0.1796875,0.3046875,0.3515625,0.0546875,0.4921875,0.8515625,2.1026081749918863
0.6796875,0.8046875,0.8515625,0.5546875,0.9921875,0.3515625,3.809741798878601
0.9296875,0.0546875,0.1015625,0.3046875,0.7421875,0.1015625,2.0347660802267424
0.4296875,0.5546875,0.6015625,0.8046875,0.2421875,0.6015625,3.0355680202637725
0.3046875,0.1796875,0.9765625,0.9296875,0.1171875,0.9765625,3.0542251437827144
0.8046875,0.6796875,0.4765625,0.4296875,0.6171875,0.4765625,3.2619493914631854
0.5546875,0.4296875,0.7265625,0.6796875,0.8671875,0.2265625,3.2232601224917774
0.0546875,0.9296875,0.2265625,0.1796875,0.3671875,0.7265625,2.2827406395926912
0.0390625,0.1328125,0.3984375,0.3515625,0.5078125,0.6171875,1.9688296127305387
0.5390625,0.6328125,0.8984375,0.8515625,0.0078125,0.1171875,2.7641439494169875
0.7890625,0.3828125,0.1484375,0.1015625,0.2578125,0.3671875,1.9464627525934755
0.2890625,0.8828125,0.6484375,0.6015625,0.7578125,0.8671875,3.6773012798792264
0.4140625,0.2578125,0.7734375,0.7265625,0.8828125,0.7421875,3.468630406851533
0.9140625,0.7578125,0.2734375,0.2265625,0.3828125,0.2421875,2.5873545270495666
0.6640625,0.0078125,0.5234375,0.9765625,0.1328125,0.4921875,2.5575488327656704
0.1640625,0.5078125,0.0234375,0.4765625,0.6328125,0.9921875,2.5603964446962983
0.2265625,0.4453125,0.5859375,0.1640625,0.0703125,0.8046875,2.16254595558538
0.7265625,0.9453125,0.0859375,0.6640625,0.5703125,0.3046875,3.0170271895747427
0.9765625,0.1953125,0.8359375,0.4140625,0.8203125,0.0546875,2.9529272851698245
0.4765625,0.6953125,0.3359375,0.9140625,0.3203125,0.5546875,3.0625386650980078
0.3515625,0.0703125,0.2109375,0.7890625,0.4453125,0.9296875,2.56586255793701
0.8515625,0.5703125,0.7109375,0.2890625,0.9453125,0.4296875,3.457070691539018
0.6015625,0.3203125,0.4609375,0.5390625,0.6953125,0.1796875,2.658261715311034
0.1015625,0.8203125,0.9609375,0.0390625,0.1953125,0.6796875,2.514151530907027
0.0703125,0.3515625,0.1171875,0.9453125,0.7890625,0.3984375,2.4398909539119416
0.5703125,0.8515625,0.6171875,0.4453125,0.2890625,0.8984375,3.3690980193781632
0.8203125,0.1015625,0.3671875,0.6953125,0.0390625,0.6484375,2.4753585890966274
0.3203125,0.6015625,0.8671875,0.1953125,0.5390625,0.1484375,2.49860465631111
0.4453125,0.2265625,0.7421875,0.0703125,0.6640625,0.2734375,2.2878893495996833
0.9453125,0.7265625,0.2421875,0.5703125,0.1640625,0.7734375,3.1166325066945855
0.6953125,0.4765625,0.9921875,0.3203125,0.4140625,0.5234375,3.153632407544133
0.1953125,0.9765625,0.4921875,0.8203125,0.9140625,0.0234375,3.041990571602281
0.1328125,0.0390625,0.9296875,0.5078125,0.3515625,0.2109375,2.0129168613574917
0.6328125,0.5390625,0.4296875,0.0078125,0.8515625,0.7109375,2.9340009769759576
0.8828125,0.2890625,0.6796875,0.7578125,0.6015625,0.9609375,3.7591260366093433
0.3828125,0.7890625,0.1796875,0.2578125,0.1015625,0.4609375,2.0630879966736817
0.2578125,0.4140625,0.3046875,0.3828125,0.2265625,0.0859375,1.641284709445612
0.7578125,0.9140625,0.8046875,0.8828125,0.7265625,0.5859375,4.189751513321341
0.5078125,0.1640625,0.0546875,0.1328125,0.9765625,0.8359375,2.407180199935153
0.0078125,0.6640625,0.5546875,0.6328125,0.4765625,0.3359375,2.5306080486482334
0.01171875,0.33203125,0.29296875,0.19140625,0.90234375,0.67578125,2.2270065958767127
0.51171875,0.83203125,0.79296875,0.69140625,0.40234375,0.17578125,3.1454914503495313
0.76171875,0.08203125,0.04296875,0.44140625,0.15234375,0.42578125,1.807059956412137
0.26171875,0.58203125,0.54296875,0.94140625,0.65234375,0.92578125,3.539671025839563
0.38671875,0.20703125,0.91796875,0.81640625,0.52734375,0.55078125,3.1323585941029
0.88671875,0.70703125,0.41796875,0.31640625,0.02734375,0.05078125,2.2197397182502514
0.63671875,0.45703125,0.66796875,0.56640625,0.27734375,0.30078125,2.761910257535896
0.13671875,0.95703125,0.16796875,0.06640625,0.77734375,0.80078125,2.6066047835999235
0.19921875,0.01953125,0.73046875,0.25390625,0.46484375,0.98828125,2.419204159821369
0.69921875,0.51953125,0.23046875,0.75390625,0.96484375,0.48828125,3.3440874864457175
0.94921875,0.26953125,0.98046875,0.00390625,0.71484375,0.23828125,2.805437294488518
0.44921875,0.76953125,0.48046875,0.50390625,0.21484375,0.73828125,2.9613178479831057
0.32421875,0.39453125,0.10546875,0.62890625,0.08984375,0.86328125,2.2461799998812864
0.82421875,0.89453125,0.60546875,0.12890625,0.58984375,0.36328125,3.1232047495776896
0.57421875,0.14453125,0.35546875,0.87890625,0.83984375,0.11328125,2.6628569138202285
0.07421875,0.64453125,0.85546875,0.37890625,0.33984375,0.61328125,2.708651005711842
0.10546875,0.17578125,0.19921875,0.59765625,0.68359375,0.33203125,1.998308231498391
0.60546875,0.67578125,0.69921875,0.09765625,0.18359375,0.83203125,2.857640463405839
0.85546875,0.42578125,0.44921875,0.84765625,0.43359375,0.58203125,3.3217608441769237
0.35546875,0.92578125,0.94921875,0.34765625,0.93359375,0.08203125,3.186479087938525
0.48046875,0.30078125,0.57421875,0.47265625,0.80859375,0.45703125,2.9214961456731756
0.98046875,0.80078125,0.07421875,0.97265625,0.30859375,0.95703125,3.57039800627081
0.73046875,0.05078125,0.82421875,0.22265625,0.05859375,0.70703125,2.3809565462603928
0.23046875,0.55078125,0.32421875,0.72265625,0.55859375,0.20703125,2.4672843492787933
0.16796875,0.48828125,0.76171875,0.91015625,0.24609375,0.01953125,2.3792018586407937
0.66796875,0.98828125,0.26171875,0.41015625,0.74609375,0.51953125,3.2872167303684106
0.91796875,0.23828125,0.51171875,0.66015625,0.99609375,0.76953125,3.6684716877791086
0.41796875,0.73828125,0.01171875,0.16015625,0.49609375,0.26953125,1.9923869879051064
0.29296875,0.11328125,0.38671875,0.03515625,0.37109375,0.14453125,1.3207989257680848
0.79296875,0.61328125,0.88671875,0.53515625,0.87109375,0.64453125,3.938828834403728
0.54296875,0.36328125,0.13671875,0.28515625,0.62109375,0.89453125,2.6514646816496508
0.04296875,0.86328125,0.63671875,0.78515625,0.12109375,0.39453125,2.609604386943322
0.05859375,0.06640625,0.99609375,0.73828125,0.76171875,0.25390625,2.5786424855354375
0.55859375,0.56640625,0.49609375,0.23828125,0.26171875,0.75390625,2.7218566972959715
0.80859375,0.31640625,0.74609375,0.98828125,0.01171875,0.50390625,3.042895574728734
0.30859375,0.81640625,0.24609375,0.48828125,0.51171875,0.00390625,2.2387172434684914
0.43359375,0.44140625,0.37109375,0.36328125,0.63671875,0.37890625,2.5297891162539416
0.93359375,0.94140625,0.87109375,0.86328125,0.13671875,0.87890625,4.04349772225848
0.68359375,0.19140625,0.12109375,0.11328125,0.38671875,0.62890625,2.0210722948237314
0.18359375,0.69140625,0.62109375,0.61328125,0.88671875,0.12890625,2.8812159032699465
0.24609375,0.25390625,0.05859375,0.80078125,0.32421875,0.06640625,1.6561903364595703
0.74609375,0.75390625,0.55859375,0.30078125,0.82421875,0.56640625,3.460148237144094
0.99609375,0.00390625,0.30859375,0.55078125,0.57421875,0.81640625,2.942200861712839
0.49609375,0.50390625,0.80859375,0.05078125,0.07421875,0.31640625,2.1182238932886
0.37109375,0.12890625,0.68359375,0.17578125,0.19921875,0.19140625,1.6857884989543321
0.87109375,0.62890625,0.18359375,0.67578125,0.69921875,0.69140625,3.4426066105722266
0.62109375,0.37890625,0.93359375,0.42578125,0.94921875,0.94140625,3.7899726514386534
0.12109375,0.87890625,0.43359375,0.92578125,0.44921875,0.44140625,2.971538233352608
0.08984375,0.41015625,0.52734375,0.08203125,0.54296875,0.72265625,2.2517139363901126
0.58984375,0.91015625,0.02734375,0.58203125,0.04296875,0.22265625,2.186669628688065
0.83984375,0.16015625,0.77734375,0.33203125,0.29296875,0.47265625,2.6754125225888643
0.33984375,0.66015625,0.27734375,0.83203125,0.79296875,0.97265625,3.4985066839490386
0.46484375,0.03515625,0.15234375,0.95703125,0.91796875,0.59765625,2.809748571696523
0.96484375,0.53515625,0.65234375,0.45703125,0.41796875,0.09765625,2.8836779518521296
0.71484375,0.28515625,0.40234375,0.70703125,0.16796875,0.34765625,2.4858375881336117
0.21484375,0.78515625,0.90234375,0.20703125,0.66796875,0.84765625,3.2795916633130573
0.15234375,0.22265625,0.46484375,0.39453125,0.10546875,0.91015625,2.100107811649758
0.65234375,0.72265625,0.96484375,0.89453125,0.60546875,0.41015625,3.8382057940030543
0.90234375,0.47265625,0.21484375,0.14453125,0.85546875,0.16015625,2.5116088190172
0.40234375,0.97265625,0.71484375,0.64453125,0.35546875,0.66015625,3.4355537353004078
0.27734375,0.34765625,0.83984375,0.51953125,0.48046875,0.78515625,3.0246398044027965
0.77734375,0.84765625,0.33984375,0.01953125,0.98046875,0.28515625,2.9160556533615933
0.52734375,0.09765625,0.58984375,0.76953125,0.73046875,0.03515625,2.555138526637146
0.02734375,0.59765625,0.08984375,0.26953125,0.23046875,0.53515625,1.6844588117642039
0.01953125,0.19921875,0.59765625,0.90234375,0.25390625,0.87109375,2.5811424356371075
0.51953125,0.69921875,0.09765625,0.40234375,0.75390625,0.37109375,2.6762970222182223
0.76953125,0.44921875,0.84765625,0.65234375,0.50390625,0.12109375,3.090490588479396
0.26953125,0.94921875,0.34765625,0.15234375,0.00390625,0.62109375,2.1575220539265003
0.39453125,0.32421875,0.22265625,0.02734375,0.12890625,0.99609375,1.919008807610894
0.89453125,0.82421875,0.72265625,0.52734375,0.62890625,0.49609375,3.7428067339573245
0.64453125,0.07421875,0.47265625,0.27734375,0.87890625,0.24609375,2.4176880126129037
0.14453125,0.57421875,0.97265625,0.77734375,0.37890625,0.74609375,3.26366047140972
0.20703125,0.38671875,0.41015625,0.58984375,0.81640625,0.55859375,2.796374378892595
0.70703125,0.88671875,0.91015625,0.08984375,0.31640625,0.05859375,2.6736178331763156
0.95703125,0.13671875,0.16015625,0.83984375,0.06640625,0.30859375,2.2278663958247655
0.45703125,0.63671875,0.66015625,0.33984375,0.56640625,0.80859375,3.2423462568896277
0.33203125,0.01171875,0.78515625,0.46484375,0.69140625,0.68359375,2.7621058038215964
0.83203125,0.51171875,0.28515625,0.96484375,0.19140625,0.18359375,2.705048323139979
0.58203125,0.26171875,0.53515625,0.21484375,0.44140625,0.43359375,2.378979296885666
0.08203125,0.76171875,0.03515625,0.71484375,0.94140625,0.93359375,3.0749038705728133
0.11328125,0.29296875,0.87890625,0.30859375,0.03515625,0.15234375,1.6624996805133703
0.61328125,0.79296875,0.37890625,0.80859375,0.53515625,0.65234375,3.498240906795199
0.86328125,0.04296875,0.62890625,0.05859375,0.78515625,0.90234375,2.9414730295886047
0.36328125,0.54296875,0.12890625,0.55859375,0.28515625,0.40234375,2.203450455251928
0.48828125,0.16796875,0.25390625,0.68359375,0.41015625,0.02734375,1.945151918278002
0.98828125,0.66796875,0.75390625,0.18359375,0.91015625,0.52734375,3.6143694197240306
0.73828125,0.41796875,0.00390625,0.93359375,0.66015625,0.77734375,3.2012208974690513
0.23828125,0.91796875,0.50390625,0.43359375,0.16015625,0.27734375,2.366661156592328
0.17578125,0.10546875,0.06640625,0.24609375,0.59765625,0.46484375,1.6011151296941364
0.67578125,0.60546875,0.56640625,0.74609375,0.09765625,0.96484375,3.3294940495419505
0.92578125,0.35546875,0.31640625,0.49609375,0.34765625,0.71484375,2.9304622443605024
0.42578125,0.85546875,0.81640625,0.99609375,0.84765625,0.21484375,3.6988805167866348
0.30078125,0.48046875,0.69140625,0.87109375,0.97265625,0.33984375,3.3208404136719367
0.80078125,0.98046875,0.19140625,0.37109375,0.47265625,0.83984375,3.3013248903066517
0.55078125,0.23046875,0.94140625,0.62109375,0.22265625,0.58984375,2.9191509515571585
0.05078125,0.73046875,0.44140625,0.12109375,0.72265625,0.08984375,2.0170899181183044
0.03515625,0.46484375,0.17578125,0.41796875,0.39453125,0.19921875,1.6464935331845547
0.53515625,0.96484375,0.67578125,0.91796875,0.89453125,0.69921875,4.175347587066729
0.78515625,0.21484375,0.42578125,0.16796875,0.64453125,0.94921875,2.914127523394476
0.28515625,0.71484375,0.92578125,0.66796875,0.14453125,0.44921875,2.9335806024670132
0.41015625,0.08984375,0.55078125,0.54296875,0.01953125,0.07421875,1.6221893417486775
0.91015625,0.58984375,0.05078125,0.04296875,0.51953125,0.57421875,2.4791980647976026
0.66015625,0.33984375,0.80078125,0.79296875,0.76953125,0.82421875,3.80673599429891
0.16015625,0.83984375,0.30078125,0.29296875,0.26953125,0.32421875,2.073921475245191
0.22265625,0.15234375,0.86328125,0.10546875,0.95703125,0.38671875,2.4324656848015414
0.72265625,0.65234375,0.36328125,0.60546875,0.45703125,0.88671875,3.40920900354201
0.97265625,0.40234375,0.61328125,0.35546875,0.20703125,0.63671875,2.941659886810869
0.47265625,0.90234375,0.11328125,0.85546875,0.70703125,0.13671875,2.8938248645379923
0.34765625,0.27734375,0.48828125,0.98046875,0.58203125,0.26171875,2.7228271776830457
0.84765625,0.77734375,0.98828125,0.48046875,0.08203125,0.76171875,3.520502191068286
0.59765625,0.02734375,0.23828125,0.73046875,0.33203125,0.51171875,2.3089390997359653
0.09765625,0.52734375,0.73828125,0.23046875,0.83203125,0.01171875,2.25321158180005
0.06640625,0.05859375,0.33203125,0.76171875,0.17578125,0.79296875,2.02836501031903
0.56640625,0.55859375,0.83203125,0.26171875,0.67578125,0.29296875,2.9789418534529624
0.81640625,0.30859375,0.08203125,0.51171875,0.92578125,0.04296875,2.4460705648410563
0.31640625,0.80859375,0.58203125,0.01171875,0.42578125,0.54296875,2.525622874568966
0.44140625,0.43359375,0.95703125,0.13671875,0.30078125,0.91796875,2.8917604764528773
0.94140625,0.93359375,0.45703125,0.63671875,0.80078125,0.41796875,3.771801345135897
0.69140625,0.18359375,0.70703125,0.38671875,0.55078125,0.16796875,2.5374493827843514
0.19140625,0.68359375,0.20703125,0.88671875,0.05078125,0.66796875,2.472532773646676
0.12890625,0.37109375,0.64453125,0.69921875,0.73828125,0.60546875,2.9777934802522465
0.62890625,0.87109375,0.14453125,0.19921875,0.23828125,0.10546875,2.0365326752612583
0.87890625,0.12109375,0.89453125,0.94921875,0.48828125,0.35546875,3.3008546870830844
0.37890625,0.62109375,0.39453125,0.44921875,0.98828125,0.85546875,3.3604270514010954
0.25390625,0.24609375,0.01953125,0.32421875,0.86328125,0.73046875,2.2601006400791386
0.75390625,0.74609375,0.51953125,0.82421875,0.36328125,0.23046875,3.1775349950276066
0.50390625,0.49609375,0.26953125,0.07421875,0.11328125,0.48046875,1.8745080584052196
0.00390625,0.99609375,0.76953125,0.57421875,0.61328125,0.98046875,3.4885501267633465
0.005859375,0.498046875,0.677734375,0.294921875,0.779296875,0.107421875,2.2112595409758873
0.505859375,0.998046875,0.177734375,0.794921875,0.279296875,0.607421875,3.0620146969451385
0.755859375,0.248046875,0.927734375,0.044921875,0.029296875,0.857421875,2.562046205474394
0.255859375,0.748046875,0.427734375,0.544921875,0.529296875,0.357421875,2.7212336841604823
0.380859375,0.123046875,0.052734375,0.669921875,0.654296875,0.232421875,2.0070261320152123
0.880859375,0.623046875,0.552734375,0.169921875,0.154296875,0.732421875,2.8712778974243145
0.630859375,0.373046875,0.302734375,0.919921875,0.404296875,0.982421875,3.2731953993102767
0.130859375,0.873046875,0.802734375,0.419921875,0.904296875,0.482421875,3.273640551539567
0.193359375,0.185546875,0.365234375,0.232421875,0.341796875,0.294921875,1.589989627905247
0.693359375,0.685546875,0.865234375,0.732421875,0.841796875,0.794921875,4.161790739407047
0.943359375,0.435546875,0.115234375,0.482421875,0.591796875,0.544921875,2.8865511666037795
0.443359375,0.935546875,0.615234375,0.982421875,0.091796875,0.044921875,2.7794688421813523
0.318359375,0.310546875,0.990234375,0.857421875,0.216796875,0.419921875,2.833692436608035
0.818359375,0.810546875,0.490234375,0.357421875,0.716796875,0.919921875,3.727910044415938
0.568359375,0.060546875,0.740234375,0.607421875,0.966796875,0.669921875,3.287968851729869
0.068359375,0.560546875,0.240234375,0.107421875,0.466796875,0.169921875,1.5642347929715794
0.099609375,0.029296875,0.833984375,0.888671875,0.560546875,0.888671875,2.9534715947210675
0.599609375,0.529296875,0.333984375,0.388671875,0.060546875,0.388671875,2.2154856814893367
0.849609375,0.279296875,0.583984375,0.638671875,0.310546875,0.138671875,2.6179916300643225
0.349609375,0.779296875,0.083984375,0.138671875,0.810546875,0.638671875,2.5882175324655896
0.474609375,0.404296875,0.458984375,0.013671875,0.935546875,0.763671875,2.8035747297414284
0.974609375,0.904296875,0.958984375,0.513671875,0.435546875,0.263671875,3.6059940482347295
0.724609375,0.154296875,0.208984375,0.263671875,0.185546875,0.013671875,1.4827776273180633
0.224609375,0.654296875,0.708984375,0.763671875,0.685546875,0.513671875,3.298443557711839
0.162109375,0.341796875,0.146484375,0.576171875,0.123046875,0.701171875,1.955209916528301
0.662109375,0.841796875,0.646484375,0.076171875,0.623046875,0.201171875,2.8224352719589736
0.912109375,0.091796875,0.396484375,0.826171875,0.873046875,0.451171875,3.206295445690558
0.412109375,0.591796875,0.896484375,0.326171875,0.373046875,0.951171875,3.238503072184616
0.287109375,0.216796875,0.521484375,0.451171875,0.498046875,0.576171875,2.4550003460326573
0.787109375,0.716796875,0.021484375,0.951171875,0.998046875,0.076171875,3.1173805873408087
0.537109375,0.466796875,0.771484375,0.201171875,0.748046875,0.326171875,2.8593280003825114
0.037109375,0.966796875,0.271484375,0.701171875,0.248046875,0.826171875,2.7543004450298936
0.052734375,0.232421875,0.099609375,0.779296875,0.888671875,0.966796875,2.684574891843687
0.552734375,0.732421875,0.599609375,0.279296875,0.388671875,0.466796875,2.8626765099057234
0.802734375,0.482421875,0.349609375,0.529296875,0.138671875,0.216796875,2.3839723167996993
0.302734375,0.982421875,0.849609375,0.029296875,0.638671875,0.716796875,3.1633933427741625
0.427734375,0.357421875,0.724609375,0.154296875,0.513671875,0.841796875,2.8184187619519916
0.927734375,0.857421875,0.224609375,0.654296875,0.013671875,0.341796875,2.7366004592389075
0.677734375,0.107421875,0.974609375,0.404296875,0.263671875,0.091796875,2.3073954369636387
0.177734375,0.607421875,0.474609375,0.904296875,0.763671875,0.591796875,3.239965703851658
0.240234375,0.419921875,0.912109375,0.716796875,0.451171875,0.654296875,3.1380110895546816
0.740234375,0.919921875,0.412109375,0.216796875,0.951171875,0.154296875,3.053442810016633
0.990234375,0.169921875,0.662109375,0.966796875,0.701171875,0.404296875,3.4815985041294435
0.490234375,0.669921875,0.162109375,0.466796875,0.201171875,0.904296875,2.6889942265984694
0.365234375,0.044921875,0.287109375,0.341796875,0.076171875,0.529296875,1.601461454924197
0.865234375,0.544921875,0.787109375,0.841796875,0.576171875,0.029296875,3.3078660986880037
0.615234375,0.294921875,0.037109375,0.091796875,0.826171875,0.279296875,2.007606200654296
0.115234375,0.794921875,0.537109375,0.591796875,0.326171875,0.779296875,2.9214946374406736
0.083984375,0.263671875,0.380859375,0.435546875,0.669921875,0.060546875,1.8195722788618598
0.583984375,0.763671875,0.880859375,0.935546875,0.169921875,0.560546875,3.5198953200245544
0.833984375,0.013671875,0.130859375,0.185546875,0.419921875,0.810546875,2.2016094334147827
0.333984375,0.513671875,0.630859375,0.685546875,0.919921875,0.310546875,3.1432574435971663
0.458984375,0.138671875,0.755859375,0.560546875,0.794921875,0.185546875,2.6971223634362813
0.958984375,0.638671875,0.255859375,0.060546875,0.294921875,0.685546875,2.6520866120265008
0.708984375,0.388671875,0.505859375,0.810546875,0.044921875,0.935546875,3.089076879384148
0.208984375,0.888671875,0.005859375,0.310546875,0.544921875,0.435546875,2.2353979091135687
0.146484375,0.076171875,0.568359375,0.123046875,0.232421875,0.373046875,1.4778353789481973
0.646484375,0.576171875,0.068359375,0.623046875,0.732421875,0.873046875,3.2339826662441755
0.896484375,0.326171875,0.818359375,0.373046875,0.982421875,0.623046875,3.611392049467209
0.396484375,0.826171875,0.318359375,0.873046875,0.482421875,0.123046875,2.7874818104474226
0.271484375,0.451171875,0.193359375,0.998046875,0.357421875,0.498046875,2.5643238355559816
0.771484375,0.951171875,0.693359375,0.498046875,0.857421875,0.998046875,4.2247038962925645
0.521484375,0.201171875,0.443359375,0.748046875,0.607421875,0.748046875,3.058131090243852
0.021484375,0.701171875,0.943359375,0.248046875,0.107421875,0.248046875,2.0743686841686855
0.029296875,0.099609375,0.498046875,0.615234375,0.380859375,0.412109375,1.9558593493071805
