density,radius,drag_coeff,mass,height,alpha,velocity,distance
0.328125,0.984375,0.046875,0.890625,0.171875,0.328125,0.515625,68.05678471841179
0.453125,0.359375,0.421875,0.765625,0.046875,0.203125,0.140625,10.036841707279907
0.953125,0.859375,0.921875,0.265625,0.546875,0.703125,0.640625,29.388163999376747
0.703125,0.109375,0.171875,0.515625,0.796875,0.953125,0.390625,9.41829040150162
0.203125,0.609375,0.671875,0.015625,0.296875,0.453125,0.890625,106.52910693142077
0.140625,0.421875,0.234375,0.328125,0.984375,0.265625,0.203125,47.020636181407504
0.640625,0.921875,0.734375,0.828125,0.484375,0.765625,0.703125,42.003812586248465
0.890625,0.171875,0.484375,0.078125,0.234375,0.515625,0.453125,62.07484817419349
0.390625,0.671875,0.984375,0.578125,0.734375,0.015625,0.953125,114.91853904975714
0.265625,0.046875,0.609375,0.703125,0.609375,0.390625,0.328125,64.35656071746865
0.765625,0.546875,0.109375,0.203125,0.109375,0.890625,0.828125,32.70926881969032
0.515625,0.296875,0.859375,0.953125,0.359375,0.640625,0.078125,8.044571115779812
0.015625,0.796875,0.359375,0.453125,0.859375,0.140625,0.578125,115.19569176179179
0.0234375,0.3984375,0.8203125,0.8359375,0.6484375,0.4453125,0.6640625,144.9219201548172
0.5234375,0.8984375,0.3203125,0.3359375,0.1484375,0.9453125,0.1640625,2.0688273248752758
0.7734375,0.1484375,0.5703125,0.5859375,0.3984375,0.6953125,0.9140625,147.7184757453453
0.2734375,0.6484375,0.0703125,0.0859375,0.8984375,0.1953125,0.4140625,81.94684222067451
0.3984375,0.0234375,0.4453125,0.2109375,0.7734375,0.3203125,0.7890625,206.79474385324474
0.8984375,0.5234375,0.9453125,0.7109375,0.2734375,0.8203125,0.2890625,14.977016575076131
0.6484375,0.2734375,0.1953125,0.4609375,0.0234375,0.5703125,0.5390625,68.14238469427559
0.1484375,0.7734375,0.6953125,0.9609375,0.5234375,0.0703125,0.0390625,9.1552558457846
0.2109375,0.2109375,0.1328125,0.6484375,0.2109375,0.1328125,0.8515625,128.20328478129676
0.7109375,0.7109375,0.6328125,0.1484375,0.7109375,0.6328125,0.3515625,32.81441897447656
0.9609375,0.4609375,0.3828125,0.8984375,0.9609375,0.8828125,0.6015625,33.924421943864076
0.4609375,0.9609375,0.8828125,0.3984375,0.4609375,0.3828125,0.1015625,13.606173840703075
0.3359375,0.3359375,0.5078125,0.2734375,0.3359375,0.0078125,0.7265625,88.70416798917725
0.8359375,0.8359375,0.0078125,0.7734375,0.8359375,0.5078125,0.2265625,36.18497495286049
0.5859375,0.0859375,0.7578125,0.0234375,0.5859375,0.7578125,0.9765625,132.88453441516828
0.0859375,0.5859375,0.2578125,0.5234375,0.0859375,0.2578125,0.4765625,55.64936321708001
0.1171875,0.1171875,0.6640625,0.4921875,0.9296875,0.5390625,0.1328125,24.371387984412625
0.6171875,0.6171875,0.1640625,0.9921875,0.4296875,0.0390625,0.6328125,88.4559821450842
0.8671875,0.3671875,0.9140625,0.2421875,0.1796875,0.2890625,0.3828125,43.251679666564385
0.3671875,0.8671875,0.4140625,0.7421875,0.6796875,0.7890625,0.8828125,66.97310596918086
0.4921875,0.4921875,0.0390625,0.6171875,0.5546875,0.6640625,0.2578125,30.93811806960787
0.9921875,0.9921875,0.5390625,0.1171875,0.0546875,0.1640625,0.7578125,35.65238745955756
0.7421875,0.2421875,0.2890625,0.8671875,0.3046875,0.4140625,0.0078125,2.8431762572229218
0.2421875,0.7421875,0.7890625,0.3671875,0.8046875,0.9140625,0.5078125,16.959632183327056
0.1796875,0.3046875,0.3515625,0.0546875,0.4921875,0.8515625,0.3203125,19.045572852135262
0.6796875,0.8046875,0.8515625,0.5546875,0.9921875,0.3515625,0.8203125,85.63703984803492
0.9296875,0.0546875,0.1015625,0.3046875,0.7421875,0.1015625,0.0703125,17.20272975536749
0.4296875,0.5546875,0.6015625,0.8046875,0.2421875,0.6015625,0.5703125,72.12523889863841
0.3046875,0.1796875,0.9765625,0.9296875,0.1171875,0.9765625,0.1953125,1.1569567058775598
0.8046875,0.6796875,0.4765625,0.4296875,0.6171875,0.4765625,0.6953125,81.58034139002065
0.5546875,0.4296875,0.7265625,0.6796875,0.8671875,0.2265625,0.4453125,88.07456168056915
0.0546875,0.9296875,0.2265625,0.1796875,0.3671875,0.7265625,0.9453125,92.67895552555034
0.0390625,0.1328125,0.3984375,0.3515625,0.5078125,0.6171875,0.3984375,61.22993725100948
0.5390625,0.6328125,0.8984375,0.8515625,0.0078125,0.1171875,0.8984375,59.631514681497784
0.7890625,0.3828125,0.1484375,0.1015625,0.2578125,0.3671875,0.1484375,18.63832750145322
0.2890625,0.8828125,0.6484375,0.6015625,0.7578125,0.8671875,0.6484375,31.29437393491046
0.4140625,0.2578125,0.7734375,0.7265625,0.8828125,0.7421875,0.0234375,3.6491885761296747
0.9140625,0.7578125,0.2734375,0.2265625,0.3828125,0.2421875,0.5234375,58.666112929249486
0.6640625,0.0078125,0.5234375,0.9765625,0.1328125,0.4921875,0.2734375,30.7625328440606
0.1640625,0.5078125,0.0234375,0.4765625,0.6328125,0.9921875,0.7734375,3.7151558093433823
0.2265625,0.4453125,0.5859375,0.1640625,0.0703125,0.8046875,0.0859375,2.9136670617826543
0.7265625,0.9453125,0.0859375,0.6640625,0.5703125,0.3046875,0.5859375,83.63589696783279
0.9765625,0.1953125,0.8359375,0.4140625,0.8203125,0.0546875,0.3359375,65.62441848686389
0.4765625,0.6953125,0.3359375,0.9140625,0.3203125,0.5546875,0.8359375,118.69340692602503
0.3515625,0.0703125,0.2109375,0.7890625,0.4453125,0.9296875,0.4609375,15.97292362742495
0.8515625,0.5703125,0.7109375,0.2890625,0.9453125,0.4296875,0.9609375,101.75477381345861
0.6015625,0.3203125,0.4609375,0.5390625,0.6953125,0.1796875,0.2109375,41.84251227645451
0.1015625,0.8203125,0.9609375,0.0390625,0.1953125,0.6796875,0.7109375,53.21218127203701
0.0703125,0.3515625,0.1171875,0.9453125,0.7890625,0.3984375,0.9296875,259.86921124107323
0.5703125,0.8515625,0.6171875,0.4453125,0.2890625,0.8984375,0.4296875,12.339269817474207
0.8203125,0.1015625,0.3671875,0.6953125,0.0390625,0.6484375,0.6796875,99.43678438943975
0.3203125,0.6015625,0.8671875,0.1953125,0.5390625,0.1484375,0.1796875,29.059168290615318
0.4453125,0.2265625,0.7421875,0.0703125,0.6640625,0.2734375,0.5546875,106.21501747691671
0.9453125,0.7265625,0.2421875,0.5703125,0.1640625,0.7734375,0.0546875,2.790817745914926
0.6953125,0.4765625,0.9921875,0.3203125,0.4140625,0.5234375,0.8046875,87.96040846812546
0.1953125,0.9765625,0.4921875,0.8203125,0.9140625,0.0234375,0.3046875,56.90384169998623
0.1328125,0.0390625,0.9296875,0.5078125,0.3515625,0.2109375,0.6171875,113.10863665107075
0.6328125,0.5390625,0.4296875,0.0078125,0.8515625,0.7109375,0.1171875,11.802529915726563
0.8828125,0.2890625,0.6796875,0.7578125,0.6015625,0.9609375,0.8671875,17.744910724512145
0.3828125,0.7890625,0.1796875,0.2578125,0.1015625,0.4609375,0.3671875,37.83305859320849
0.2578125,0.4140625,0.3046875,0.3828125,0.2265625,0.0859375,0.9921875,125.55588313020671
0.7578125,0.9140625,0.8046875,0.8828125,0.7265625,0.5859375,0.4921875,48.16297284603087
0.5078125,0.1640625,0.0546875,0.1328125,0.9765625,0.8359375,0.7421875,78.54461283536554
0.0078125,0.6640625,0.5546875,0.6328125,0.4765625,0.3359375,0.2421875,40.53156242053691
0.01171875,0.33203125,0.29296875,0.19140625,0.90234375,0.67578125,0.86328125,168.15800939017183
0.51171875,0.83203125,0.79296875,0.69140625,0.40234375,0.17578125,0.36328125,46.56688550633864
0.76171875,0.08203125,0.04296875,0.44140625,0.15234375,0.42578125,0.61328125,107.28331272205976
0.26171875,0.58203125,0.54296875,0.94140625,0.65234375,0.92578125,0.11328125,3.198058915770814
0.38671875,0.20703125,0.91796875,0.81640625,0.52734375,0.55078125,0.73828125,146.14278832857073
0.88671875,0.70703125,0.41796875,0.31640625,0.02734375,0.05078125,0.23828125,11.555677207369772
0.63671875,0.45703125,0.66796875,0.56640625,0.27734375,0.30078125,0.98828125,139.2094257890906
0.13671875,0.95703125,0.16796875,0.06640625,0.77734375,0.80078125,0.48828125,36.50866207337112
0.19921875,0.01953125,0.73046875,0.25390625,0.46484375,0.98828125,0.67578125,4.878356277948044
0.69921875,0.51953125,0.23046875,0.75390625,0.96484375,0.48828125,0.17578125,32.32715596247141
0.94921875,0.26953125,0.98046875,0.00390625,0.71484375,0.23828125,0.92578125,122.01431317147208
0.44921875,0.76953125,0.48046875,0.50390625,0.21484375,0.73828125,0.42578125,31.889739691403584
0.32421875,0.39453125,0.10546875,0.62890625,0.08984375,0.86328125,0.80078125,58.27515608214217
0.82421875,0.89453125,0.60546875,0.12890625,0.58984375,0.36328125,0.30078125,30.821693264366974
0.57421875,0.14453125,0.35546875,0.87890625,0.83984375,0.11328125,0.55078125,122.80881870646135
0.07421875,0.64453125,0.85546875,0.37890625,0.33984375,0.61328125,0.05078125,5.702843447448841
0.10546875,0.17578125,0.19921875,0.59765625,0.68359375,0.33203125,0.33203125,69.46718488010963
0.60546875,0.67578125,0.69921875,0.09765625,0.18359375,0.83203125,0.83203125,30.66654965968495
0.85546875,0.42578125,0.44921875,0.84765625,0.43359375,0.58203125,0.08203125,10.067163159846713
0.35546875,0.92578125,0.94921875,0.34765625,0.93359375,0.08203125,0.58203125,67.98457808181824
0.48046875,0.30078125,0.57421875,0.47265625,0.80859375,0.45703125,0.20703125,38.212061496148706
0.98046875,0.80078125,0.07421875,0.97265625,0.30859375,0.95703125,0.70703125,11.581535288878008
0.73046875,0.05078125,0.82421875,0.22265625,0.05859375,0.70703125,0.45703125,44.257279613437795
0.23046875,0.55078125,0.32421875,0.72265625,0.55859375,0.20703125,0.95703125,182.82476486003733
0.16796875,0.48828125,0.76171875,0.91015625,0.24609375,0.01953125,0.14453125,18.170897708034545
0.66796875,0.98828125,0.26171875,0.41015625,0.74609375,0.51953125,0.64453125,66.84715403490364
0.91796875,0.23828125,0.51171875,0.66015625,0.99609375,0.76953125,0.39453125,43.57757327784112
0.41796875,0.73828125,0.01171875,0.16015625,0.49609375,0.26953125,0.89453125,133.7020677434237
0.29296875,0.11328125,0.38671875,0.03515625,0.37109375,0.14453125,0.26953125,42.22136027076398
0.79296875,0.61328125,0.88671875,0.53515625,0.87109375,0.64453125,0.76953125,70.09070372270607
0.54296875,0.36328125,0.13671875,0.28515625,0.62109375,0.89453125,0.01953125,1.1802238411842325
0.04296875,0.86328125,0.63671875,0.78515625,0.12109375,0.39453125,0.51953125,67.25010835737872
0.05859375,0.06640625,0.99609375,0.73828125,0.76171875,0.25390625,0.06640625,16.046012161675964
0.55859375,0.56640625,0.49609375,0.23828125,0.26171875,0.75390625,0.56640625,43.130485815403546
0.80859375,0.31640625,0.74609375,0.98828125,0.01171875,0.50390625,0.31640625,27.630712909506308
0.30859375,0.81640625,0.24609375,0.48828125,0.51171875,0.00390625,0.81640625,102.58737202798916
0.43359375,0.44140625,0.37109375,0.36328125,0.63671875,0.37890625,0.44140625,80.26549021372858
0.93359375,0.94140625,0.87109375,0.86328125,0.13671875,0.87890625,0.94140625,20.729679417197627
0.68359375,0.19140625,0.12109375,0.11328125,0.38671875,0.62890625,0.19140625,21.33807379838217
0.18359375,0.69140625,0.62109375,0.61328125,0.88671875,0.12890625,0.69140625,125.88851864591727
0.24609375,0.25390625,0.05859375,0.80078125,0.32421875,0.06640625,0.37890625,53.942989131992256
0.74609375,0.75390625,0.55859375,0.30078125,0.82421875,0.56640625,0.87890625,74.17953860322824
0.99609375,0.00390625,0.30859375,0.55078125,0.57421875,0.81640625,0.12890625,8.721692899219198
0.49609375,0.50390625,0.80859375,0.05078125,0.07421875,0.31640625,0.62890625,60.84537793946895
0.37109375,0.12890625,0.68359375,0.17578125,0.19921875,0.19140625,0.00390625,2.3658890926148297
0.87109375,0.62890625,0.18359375,0.67578125,0.69921875,0.69140625,0.50390625,57.46940302515543
0.62109375,0.37890625,0.93359375,0.42578125,0.94921875,0.94140625,0.25390625,6.333832228875326
0.12109375,0.87890625,0.43359375,0.92578125,0.44921875,0.44140625,0.75390625,127.08699712699607
0.08984375,0.41015625,0.52734375,0.08203125,0.54296875,0.72265625,0.59765625,73.27024093874226
0.58984375,0.91015625,0.02734375,0.58203125,0.04296875,0.22265625,0.09765625,6.674607071412666
0.83984375,0.16015625,0.77734375,0.33203125,0.29296875,0.47265625,0.84765625,150.2396757600904
0.33984375,0.66015625,0.27734375,0.83203125,0.79296875,0.97265625,0.34765625,4.31452821371475
0.46484375,0.03515625,0.15234375,0.95703125,0.91796875,0.59765625,0.97265625,268.65701376929445
0.96484375,0.53515625,0.65234375,0.45703125,0.41796875,0.09765625,0.47265625,58.83804096077063
0.71484375,0.28515625,0.40234375,0.70703125,0.16796875,0.34765625,0.72265625,118.55424935463878
0.21484375,0.78515625,0.90234375,0.20703125,0.66796875,0.84765625,0.22265625,11.393777615891702
0.15234375,0.22265625,0.46484375,0.39453125,0.10546875,0.91015625,0.91015625,50.995894585603125
0.65234375,0.72265625,0.96484375,0.89453125,0.60546875,0.41015625,0.41015625,56.414081007170225
0.90234375,0.47265625,0.21484375,0.14453125,0.85546875,0.16015625,0.66015625,106.62730686746191
0.40234375,0.97265625,0.71484375,0.64453125,0.35546875,0.66015625,0.16015625,13.877640020264316
0.27734375,0.34765625,0.83984375,0.51953125,0.48046875,0.78515625,0.53515625,50.76507772931016
0.77734375,0.84765625,0.33984375,0.01953125,0.98046875,0.28515625,0.03515625,7.544454774864677
0.52734375,0.09765625,0.58984375,0.76953125,0.73046875,0.03515625,0.78515625,153.0873400526084
0.02734375,0.59765625,0.08984375,0.26953125,0.23046875,0.53515625,0.28515625,34.54478328228571
0.01953125,0.19921875,0.59765625,0.90234375,0.25390625,0.87109375,0.46484375,26.524841645069017
0.51953125,0.69921875,0.09765625,0.40234375,0.75390625,0.37109375,0.96484375,157.3773504277514
0.76953125,0.44921875,0.84765625,0.65234375,0.50390625,0.12109375,0.21484375,34.53252636748514
0.26953125,0.94921875,0.34765625,0.15234375,0.00390625,0.62109375,0.71484375,56.415412985645396
0.39453125,0.32421875,0.22265625,0.02734375,0.12890625,0.99609375,0.08984375,0.07577772019096705
0.89453125,0.82421875,0.72265625,0.52734375,0.62890625,0.49609375,0.58984375,54.99372013382391
0.64453125,0.07421875,0.47265625,0.27734375,0.87890625,0.24609375,0.33984375,77.66276866812905
0.14453125,0.57421875,0.97265625,0.77734375,0.37890625,0.74609375,0.83984375,91.46381850167968
0.20703125,0.38671875,0.41015625,0.58984375,0.81640625,0.55859375,0.02734375,6.21164894430285
0.70703125,0.88671875,0.91015625,0.08984375,0.31640625,0.05859375,0.52734375,37.84561704720254
0.95703125,0.13671875,0.16015625,0.83984375,0.06640625,0.30859375,0.27734375,26.907742165366436
0.45703125,0.63671875,0.66015625,0.33984375,0.56640625,0.80859375,0.77734375,49.046042226785055
0.33203125,0.01171875,0.78515625,0.46484375,0.69140625,0.68359375,0.40234375,58.413447299353074
0.83203125,0.51171875,0.28515625,0.96484375,0.19140625,0.18359375,0.90234375,119.05205184128347
0.58203125,0.26171875,0.53515625,0.21484375,0.44140625,0.43359375,0.15234375,22.63059277127363
0.08203125,0.76171875,0.03515625,0.71484375,0.94140625,0.93359375,0.65234375,25.530928118384345
0.11328125,0.29296875,0.87890625,0.30859375,0.03515625,0.15234375,0.99609375,113.12929341754348
0.61328125,0.79296875,0.37890625,0.80859375,0.53515625,0.65234375,0.49609375,54.77481371241249
0.86328125,0.04296875,0.62890625,0.05859375,0.78515625,0.90234375,0.74609375,44.4380165196741
0.36328125,0.54296875,0.12890625,0.55859375,0.28515625,0.40234375,0.24609375,33.46421041880907
0.48828125,0.16796875,0.25390625,0.68359375,0.41015625,0.02734375,0.62109375,92.69012722660469
0.98828125,0.66796875,0.75390625,0.18359375,0.91015625,0.52734375,0.12109375,15.119115448611213
0.73828125,0.41796875,0.00390625,0.93359375,0.66015625,0.77734375,0.87109375,110.42751716926837
0.23828125,0.91796875,0.50390625,0.43359375,0.16015625,0.27734375,0.37109375,40.37174551402729
0.17578125,0.10546875,0.06640625,0.24609375,0.59765625,0.46484375,0.55859375,121.24561605206098
0.67578125,0.60546875,0.56640625,0.74609375,0.09765625,0.96484375,0.05859375,0.40298736241153965
0.92578125,0.35546875,0.31640625,0.49609375,0.34765625,0.71484375,0.80859375,93.59101395500068
0.42578125,0.85546875,0.81640625,0.99609375,0.84765625,0.21484375,0.30859375,53.75198035061007
0.30078125,0.48046875,0.69140625,0.87109375,0.97265625,0.33984375,0.93359375,201.17923651543717
0.80078125,0.98046875,0.19140625,0.37109375,0.47265625,0.83984375,0.43359375,19.65257872193179
0.55078125,0.23046875,0.94140625,0.62109375,0.22265625,0.58984375,0.68359375,103.6434360806918
0.05078125,0.73046875,0.44140625,0.12109375,0.72265625,0.08984375,0.18359375,35.3541880976914
0.03515625,0.46484375,0.17578125,0.41796875,0.39453125,0.19921875,0.73046875,134.6007928570931
0.53515625,0.96484375,0.67578125,0.91796875,0.89453125,0.69921875,0.23046875,22.812387666917726
0.78515625,0.21484375,0.42578125,0.16796875,0.64453125,0.94921875,0.98046875,27.28813802827141
0.28515625,0.71484375,0.92578125,0.66796875,0.14453125,0.44921875,0.48046875,55.23404114000407
0.41015625,0.08984375,0.55078125,0.54296875,0.01953125,0.07421875,0.85546875,59.55031919853843
0.91015625,0.58984375,0.05078125,0.04296875,0.51953125,0.57421875,0.35546875,42.701440879656495
0.66015625,0.33984375,0.80078125,0.79296875,0.76953125,0.82421875,0.60546875,50.96280358590735
0.16015625,0.83984375,0.30078125,0.29296875,0.26953125,0.32421875,0.10546875,13.818997515327924
0.22265625,0.15234375,0.86328125,0.10546875,0.95703125,0.38671875,0.79296875,194.24498844038305
0.72265625,0.65234375,0.36328125,0.60546875,0.45703125,0.88671875,0.29296875,11.436309652822077
0.97265625,0.40234375,0.61328125,0.35546875,0.20703125,0.63671875,0.54296875,55.071502202560566
0.47265625,0.90234375,0.11328125,0.85546875,0.70703125,0.13671875,0.04296875,10.836618268818142
0.34765625,0.27734375,0.48828125,0.98046875,0.58203125,0.26171875,0.66796875,142.46999718284619
0.84765625,0.77734375,0.98828125,0.48046875,0.08203125,0.76171875,0.16796875,7.186220830209587
0.59765625,0.02734375,0.23828125,0.73046875,0.33203125,0.51171875,0.91796875,227.94225752320844
0.09765625,0.52734375,0.73828125,0.23046875,0.83203125,0.01171875,0.41796875,76.89590923173718
0.06640625,0.05859375,0.33203125,0.76171875,0.17578125,0.79296875,0.19921875,11.10457617712778
0.56640625,0.55859375,0.83203125,0.26171875,0.67578125,0.29296875,0.69921875,93.24740246378656
0.81640625,0.30859375,0.08203125,0.51171875,0.92578125,0.04296875,0.44921875,94.0868303832464
0.31640625,0.80859375,0.58203125,0.01171875,0.42578125,0.54296875,0.94921875,77.68381631459499
0.44140625,0.43359375,0.95703125,0.13671875,0.30078125,0.91796875,0.32421875,8.54828294540336
0.94140625,0.93359375,0.45703125,0.63671875,0.80078125,0.41796875,0.82421875,77.03971495262795
0.69140625,0.18359375,0.70703125,0.38671875,0.55078125,0.16796875,0.07421875,15.142665404615133
0.19140625,0.68359375,0.20703125,0.88671875,0.05078125,0.66796875,0.57421875,65.30538231826543
0.12890625,0.37109375,0.64453125,0.69921875,0.73828125,0.60546875,0.26171875,39.78018289501663
0.62890625,0.87109375,0.14453125,0.19921875,0.23828125,0.10546875,0.76171875,70.55004943254691
0.87890625,0.12109375,0.89453125,0.94921875,0.48828125,0.35546875,0.01171875,4.287486384902222
0.37890625,0.62109375,0.39453125,0.44921875,0.98828125,0.85546875,0.51171875,33.50271236872163
0.25390625,0.24609375,0.01953125,0.32421875,0.86328125,0.73046875,0.13671875,15.467422528357469
0.75390625,0.74609375,0.51953125,0.82421875,0.36328125,0.23046875,0.63671875,79.54111084637435
0.50390625,0.49609375,0.26953125,0.07421875,0.11328125,0.48046875,0.38671875,41.981215492195325
0.00390625,0.99609375,0.76953125,0.57421875,0.61328125,0.98046875,0.88671875,7.292167024656172
0.005859375,0.498046875,0.677734375,0.294921875,0.779296875,0.107421875,0.365234375,73.57587122891383
0.505859375,0.998046875,0.177734375,0.794921875,0.279296875,0.607421875,0.865234375,91.4228675515907
0.755859375,0.248046875,0.927734375,0.044921875,0.029296875,0.857421875,0.115234375,2.5474839518255603
0.255859375,0.748046875,0.427734375,0.544921875,0.529296875,0.357421875,0.615234375,99.70470958190033
0.380859375,0.123046875,0.052734375,0.669921875,0.654296875,0.232421875,0.240234375,49.01081150283867
0.880859375,0.623046875,0.552734375,0.169921875,0.154296875,0.732421875,0.740234375,42.93615720308898
0.630859375,0.373046875,0.302734375,0.919921875,0.404296875,0.982421875,0.490234375,3.951259993470715
0.130859375,0.873046875,0.802734375,0.419921875,0.904296875,0.482421875,0.990234375,126.53824638728244
0.193359375,0.185546875,0.365234375,0.232421875,0.341796875,0.294921875,0.177734375,26.896306730271263
0.693359375,0.685546875,0.865234375,0.732421875,0.841796875,0.794921875,0.677734375,44.00159270775707
0.943359375,0.435546875,0.115234375,0.482421875,0.591796875,0.544921875,0.427734375,66.06416861000142
0.443359375,0.935546875,0.615234375,0.982421875,0.091796875,0.044921875,0.927734375,62.7503260052599
0.318359375,0.310546875,0.990234375,0.857421875,0.216796875,0.419921875,0.302734375,39.695457675600416
0.818359375,0.810546875,0.490234375,0.357421875,0.716796875,0.919921875,0.802734375,16.260691885623164
0.568359375,0.060546875,0.740234375,0.607421875,0.966796875,0.669921875,0.052734375,8.339233524484218
0.068359375,0.560546875,0.240234375,0.107421875,0.466796875,0.169921875,0.552734375,92.98730302174107
0.099609375,0.029296875,0.833984375,0.888671875,0.560546875,0.888671875,0.833984375,67.28578456723997
0.599609375,0.529296875,0.333984375,0.388671875,0.060546875,0.388671875,0.333984375,32.439087054354296
0.849609375,0.279296875,0.583984375,0.638671875,0.310546875,0.138671875,0.583984375,82.99984569956156
0.349609375,0.779296875,0.083984375,0.138671875,0.810546875,0.638671875,0.083984375,11.126362539696839
0.474609375,0.404296875,0.458984375,0.013671875,0.935546875,0.763671875,0.708984375,68.2099639280871
0.974609375,0.904296875,0.958984375,0.513671875,0.435546875,0.263671875,0.208984375,23.244256154500004
0.724609375,0.154296875,0.208984375,0.263671875,0.185546875,0.013671875,0.958984375,94.86810804603091
0.224609375,0.654296875,0.708984375,0.763671875,0.685546875,0.513671875,0.458984375,74.9283744775622
0.162109375,0.341796875,0.146484375,0.576171875,0.123046875,0.701171875,0.646484375,85.2922287818152
0.662109375,0.841796875,0.646484375,0.076171875,0.623046875,0.201171875,0.146484375,20.193674682665588
0.912109375,0.091796875,0.396484375,0.826171875,0.873046875,0.451171875,0.896484375,238.4131878046874
0.412109375,0.591796875,0.896484375,0.326171875,0.373046875,0.951171875,0.396484375,6.54858948412687
0.287109375,0.216796875,0.521484375,0.451171875,0.498046875,0.576171875,0.771484375,152.73313340275197
0.787109375,0.716796875,0.021484375,0.951171875,0.998046875,0.076171875,0.271484375,57.579672946447864
0.537109375,0.466796875,0.771484375,0.201171875,0.748046875,0.326171875,0.521484375,83.13824930205399
0.037109375,0.966796875,0.271484375,0.701171875,0.248046875,0.826171875,0.021484375,1.3564219242029325
