dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,sum_sines
0.53125,0.03125,0.40625,0.46875,0.46875,0.28125,0.84375,0.03125,2.8925091715911417
0.03125,0.53125,0.90625,0.96875,0.96875,0.78125,0.34375,0.53125,4.52120894075585
0.046875,0.265625,0.703125,0.546875,0.140625,0.921875,0.796875,0.671875,3.750523496542018
0.546875,0.765625,0.203125,0.046875,0.640625,0.421875,0.296875,0.171875,2.932328944396537
0.796875,0.015625,0.953125,0.796875,0.890625,0.171875,0.546875,0.421875,4.139191739770512
0.296875,0.515625,0.453125,0.296875,0.390625,0.671875,0.046875,0.921875,3.362737611282637
0.421875,0.140625,0.078125,0.421875,0.265625,0.796875,0.671875,0.296875,2.9298267631224535
0.921875,0.640625,0.578125,0.921875,0.765625,0.296875,0.171875,0.796875,4.609349983315825
0.671875,0.390625,0.328125,0.171875,0.515625,0.046875,0.921875,0.546875,3.353212818781736
0.171875,0.890625,0.828125,0.671875,0.015625,0.546875,0.421875,0.046875,3.2995887621364406
0.234375,0.078125,0.265625,0.984375,0.703125,0.734375,0.734375,0.359375,3.744260117556116
0.734375,0.578125,0.765625,0.484375,0.203125,0.234375,0.234375,0.859375,3.7988570037366074
0.984375,0.328125,0.015625,0.734375,0.453125,0.484375,0.984375,0.609375,4.149656869330239
0.484375,0.828125,0.515625,0.234375,0.953125,0.984375,0.484375,0.109375,4.150601915054125
0.359375,0.453125,0.890625,0.109375,0.828125,0.609375,0.859375,0.734375,4.412666339841325
0.859375,0.953125,0.390625,0.609375,0.328125,0.109375,0.359375,0.234375,3.541135443363228
0.609375,0.203125,0.640625,0.359375,0.078125,0.359375,0.609375,0.484375,3.1912171907741107
0.109375,0.703125,0.140625,0.859375,0.578125,0.859375,0.109375,0.984375,3.8993310338374596
0.078125,0.234375,0.796875,0.140625,0.421875,0.078125,0.265625,0.453125,2.353425056697721
0.578125,0.734375,0.296875,0.640625,0.921875,0.578125,0.765625,0.953125,4.958215721499547
0.828125,0.484375,0.546875,0.390625,0.671875,0.828125,0.015625,0.703125,4.12445525688298
0.328125,0.984375,0.046875,0.890625,0.171875,0.328125,0.515625,0.203125,3.167626234701057
0.453125,0.359375,0.421875,0.765625,0.046875,0.203125,0.140625,0.578125,2.827131514983223
0.953125,0.859375,0.921875,0.265625,0.546875,0.703125,0.640625,0.078125,4.474279862110434
0.703125,0.109375,0.171875,0.515625,0.796875,0.953125,0.390625,0.328125,3.6533101466747717
0.203125,0.609375,0.671875,0.015625,0.296875,0.453125,0.890625,0.828125,3.656605362282118
0.140625,0.421875,0.234375,0.328125,0.984375,0.265625,0.203125,0.515625,2.894386036023164
0.640625,0.921875,0.734375,0.828125,0.484375,0.765625,0.703125,0.015625,4.622092938962475
0.890625,0.171875,0.484375,0.078125,0.234375,0.515625,0.453125,0.265625,2.917799405259866
0.390625,0.671875,0.984375,0.578125,0.734375,0.015625,0.953125,0.765625,4.576566726064688
0.265625,0.046875,0.609375,0.703125,0.609375,0.390625,0.328125,0.390625,3.1844864899956216
0.765625,0.546875,0.109375,0.203125,0.109375,0.890625,0.828125,0.890625,3.9246480859009916
0.515625,0.296875,0.859375,0.953125,0.359375,0.640625,0.078125,0.640625,3.9834040084607314
0.015625,0.796875,0.359375,0.453125,0.859375,0.140625,0.578125,0.140625,3.104479472457893
0.0234375,0.3984375,0.8203125,0.8359375,0.6484375,0.4453125,0.6640625,0.2109375,3.7450780180492553
0.5234375,0.8984375,0.3203125,0.3359375,0.1484375,0.9453125,0.1640625,0.7109375,3.701177479416743
0.7734375,0.1484375,0.5703125,0.5859375,0.3984375,0.6953125,0.9140625,0.9609375,4.579691373709039
0.2734375,0.6484375,0.0703125,0.0859375,0.8984375,0.1953125,0.4140625,0.4609375,2.8536185264275487
0.3984375,0.0234375,0.4453125,0.2109375,0.7734375,0.3203125,0.7890625,0.8359375,3.5166113416366507
0.8984375,0.5234375,0.9453125,0.7109375,0.2734375,0.8203125,0.2890625,0.3359375,4.361549361296332
0.6484375,0.2734375,0.1953125,0.4609375,0.0234375,0.5703125,0.5390625,0.0859375,2.6753395624774563
0.1484375,0.7734375,0.6953125,0.9609375,0.5234375,0.0703125,0.0390625,0.5859375,3.4689944575350564
0.2109375,0.2109375,0.1328125,0.6484375,0.2109375,0.1328125,0.8515625,0.7734375,2.947826361010494
0.7109375,0.7109375,0.6328125,0.1484375,0.7109375,0.6328125,0.3515625,0.2734375,3.9027643213176235
0.9609375,0.4609375,0.3828125,0.8984375,0.9609375,0.8828125,0.6015625,0.0234375,4.6020258244656045
0.4609375,0.9609375,0.8828125,0.3984375,0.4609375,0.3828125,0.1015625,0.5234375,3.8445905117953014
0.3359375,0.3359375,0.5078125,0.2734375,0.3359375,0.0078125,0.7265625,0.1484375,2.56528257774818
0.8359375,0.8359375,0.0078125,0.7734375,0.8359375,0.5078125,0.2265625,0.6484375,4.247025547465541
0.5859375,0.0859375,0.7578125,0.0234375,0.5859375,0.7578125,0.9765625,0.8984375,4.200829433591333
0.0859375,0.5859375,0.2578125,0.5234375,0.0859375,0.2578125,0.4765625,0.3984375,2.581142629492818
0.1171875,0.1171875,0.6640625,0.4921875,0.9296875,0.5390625,0.1328125,0.9296875,3.5713351326061424
0.6171875,0.6171875,0.1640625,0.9921875,0.4296875,0.0390625,0.6328125,0.4296875,3.6216804223246086
0.8671875,0.3671875,0.9140625,0.2421875,0.1796875,0.2890625,0.3828125,0.1796875,3.1693504353999913
0.3671875,0.8671875,0.4140625,0.7421875,0.6796875,0.7890625,0.8828125,0.6796875,4.939058629976719
0.4921875,0.4921875,0.0390625,0.6171875,0.5546875,0.6640625,0.2578125,0.0546875,3.015531139583684
0.9921875,0.9921875,0.5390625,0.1171875,0.0546875,0.1640625,0.7578125,0.5546875,3.736699236583659
0.7421875,0.2421875,0.2890625,0.8671875,0.3046875,0.4140625,0.0078125,0.8046875,3.394047988799766
0.2421875,0.7421875,0.7890625,0.3671875,0.8046875,0.9140625,0.5078125,0.3046875,4.283280100483683
0.1796875,0.3046875,0.3515625,0.0546875,0.4921875,0.8515625,0.3203125,0.1171875,2.5343908195226112
0.6796875,0.8046875,0.8515625,0.5546875,0.9921875,0.3515625,0.8203125,0.6171875,5.119844619386594
0.9296875,0.0546875,0.1015625,0.3046875,0.7421875,0.1015625,0.0703125,0.8671875,2.8675330006052704
0.4296875,0.5546875,0.6015625,0.8046875,0.2421875,0.6015625,0.5703125,0.3671875,3.934454971245042
0.3046875,0.1796875,0.9765625,0.9296875,0.1171875,0.9765625,0.1953125,0.9921875,4.085522483132259
0.8046875,0.6796875,0.4765625,0.4296875,0.6171875,0.4765625,0.6953125,0.4921875,4.37512968025472
0.5546875,0.4296875,0.7265625,0.6796875,0.8671875,0.2265625,0.4453125,0.2421875,3.8938269054332424
0.0546875,0.9296875,0.2265625,0.1796875,0.3671875,0.7265625,0.9453125,0.7421875,3.769322275478349
0.0390625,0.1328125,0.3984375,0.3515625,0.5078125,0.6171875,0.3984375,0.6015625,2.9227396929654694
0.5390625,0.6328125,0.8984375,0.8515625,0.0078125,0.1171875,0.8984375,0.1015625,3.647886625810375
0.7890625,0.3828125,0.1484375,0.1015625,0.2578125,0.3671875,0.1484375,0.3515625,2.4387209066125832
0.2890625,0.8828125,0.6484375,0.6015625,0.7578125,0.8671875,0.6484375,0.8515625,5.033553777729363
0.4140625,0.2578125,0.7734375,0.7265625,0.8828125,0.7421875,0.0234375,0.4765625,3.9507931693599923
0.9140625,0.7578125,0.2734375,0.2265625,0.3828125,0.2421875,0.5234375,0.9765625,3.915792554298652
0.6640625,0.0078125,0.5234375,0.9765625,0.1328125,0.4921875,0.2734375,0.7265625,3.491895812527202
0.1640625,0.5078125,0.0234375,0.4765625,0.6328125,0.9921875,0.7734375,0.2265625,3.4836245884436856
0.2265625,0.4453125,0.5859375,0.1640625,0.0703125,0.8046875,0.0859375,0.4140625,2.650709548040032
0.7265625,0.9453125,0.0859375,0.6640625,0.5703125,0.3046875,0.5859375,0.9140625,4.361998494205318
0.9765625,0.1953125,0.8359375,0.4140625,0.8203125,0.0546875,0.3359375,0.6640625,3.8989028222822357
0.4765625,0.6953125,0.3359375,0.9140625,0.3203125,0.5546875,0.8359375,0.1640625,3.9677915717824
0.3515625,0.0703125,0.2109375,0.7890625,0.4453125,0.9296875,0.4609375,0.5390625,3.523982182845008
0.8515625,0.5703125,0.7109375,0.2890625,0.9453125,0.4296875,0.9609375,0.0390625,4.315852141402352
0.6015625,0.3203125,0.4609375,0.5390625,0.6953125,0.1796875,0.2109375,0.2890625,3.1526921733375746
0.1015625,0.8203125,0.9609375,0.0390625,0.1953125,0.6796875,0.7109375,0.7890625,3.876389084996692
0.0703125,0.3515625,0.1171875,0.9453125,0.7890625,0.3984375,0.9296875,0.2578125,3.496289992953575
0.5703125,0.8515625,0.6171875,0.4453125,0.2890625,0.8984375,0.4296875,0.7578125,4.4730189689640785
0.8203125,0.1015625,0.3671875,0.6953125,0.0390625,0.6484375,0.6796875,0.5078125,3.590175542734933
0.3203125,0.6015625,0.8671875,0.1953125,0.5390625,0.1484375,0.1796875,0.0078125,2.6851391903736466
0.4453125,0.2265625,0.7421875,0.0703125,0.6640625,0.2734375,0.5546875,0.6328125,3.4059820323913863
0.9453125,0.7265625,0.2421875,0.5703125,0.1640625,0.7734375,0.0546875,0.1328125,3.303715145635999
0.6953125,0.4765625,0.9921875,0.3203125,0.4140625,0.5234375,0.8046875,0.3828125,4.247777286327697
0.1953125,0.9765625,0.4921875,0.8203125,0.9140625,0.0234375,0.3046875,0.8828125,4.114513470780038
0.1328125,0.0390625,0.9296875,0.5078125,0.3515625,0.2109375,0.6171875,0.6953125,3.2322861187554928
0.6328125,0.5390625,0.4296875,0.0078125,0.8515625,0.7109375,0.1171875,0.1953125,3.2449935430798473
0.8828125,0.2890625,0.6796875,0.7578125,0.6015625,0.9609375,0.8671875,0.4453125,4.9523783034938145
0.3828125,0.7890625,0.1796875,0.2578125,0.1015625,0.4609375,0.3671875,0.9453125,3.232759770079225
0.2578125,0.4140625,0.3046875,0.3828125,0.2265625,0.0859375,0.9921875,0.3203125,2.793372127221992
0.7578125,0.9140625,0.8046875,0.8828125,0.7265625,0.5859375,0.4921875,0.8203125,5.393665365222869
0.5078125,0.1640625,0.0546875,0.1328125,0.9765625,0.8359375,0.7421875,0.5703125,3.6229770133965364
0.0078125,0.6640625,0.5546875,0.6328125,0.4765625,0.3359375,0.2421875,0.0703125,2.840689485083755
0.01171875,0.33203125,0.29296875,0.19140625,0.90234375,0.67578125,0.86328125,0.24609375,3.2306031528745365
0.51171875,0.83203125,0.79296875,0.69140625,0.40234375,0.17578125,0.36328125,0.74609375,4.179610100333869
0.76171875,0.08203125,0.04296875,0.44140625,0.15234375,0.42578125,0.61328125,0.99609375,3.2219678122170725
0.26171875,0.58203125,0.54296875,0.94140625,0.65234375,0.92578125,0.11328125,0.49609375,4.1287039810195605
0.38671875,0.20703125,0.91796875,0.81640625,0.52734375,0.55078125,0.73828125,0.87109375,4.5704100263052005
0.88671875,0.70703125,0.41796875,0.31640625,0.02734375,0.05078125,0.23828125,0.37109375,2.818407455753949
0.63671875,0.45703125,0.66796875,0.56640625,0.27734375,0.30078125,0.98828125,0.12109375,3.7177899609630214
0.13671875,0.95703125,0.16796875,0.06640625,0.77734375,0.80078125,0.48828125,0.62109375,3.65763846015766
0.19921875,0.01953125,0.73046875,0.25390625,0.46484375,0.98828125,0.67578125,0.80859375,3.7680280644544837
0.69921875,0.51953125,0.23046875,0.75390625,0.96484375,0.48828125,0.17578125,0.30859375,3.8226840046055393
0.94921875,0.26953125,0.98046875,0.00390625,0.71484375,0.23828125,0.92578125,0.05859375,3.663088225337338
0.44921875,0.76953125,0.48046875,0.50390625,0.21484375,0.73828125,0.42578125,0.55859375,3.9043444734270074
0.32421875,0.39453125,0.10546875,0.62890625,0.08984375,0.86328125,0.80078125,0.18359375,3.146644271922894
0.82421875,0.89453125,0.60546875,0.12890625,0.58984375,0.36328125,0.30078125,0.68359375,4.051054582132282
0.57421875,0.14453125,0.35546875,0.87890625,0.83984375,0.11328125,0.55078125,0.93359375,3.989973243616703
0.07421875,0.64453125,0.85546875,0.37890625,0.33984375,0.61328125,0.05078125,0.43359375,3.179545132403939
0.10546875,0.17578125,0.19921875,0.59765625,0.68359375,0.33203125,0.33203125,0.90234375,3.1090538937715233
0.60546875,0.67578125,0.69921875,0.09765625,0.18359375,0.83203125,0.83203125,0.40234375,3.9885171600855536
0.85546875,0.42578125,0.44921875,0.84765625,0.43359375,0.58203125,0.08203125,0.15234375,3.555455277478594
0.35546875,0.92578125,0.94921875,0.34765625,0.93359375,0.08203125,0.58203125,0.65234375,4.3432515209904174
0.48046875,0.30078125,0.57421875,0.47265625,0.80859375,0.45703125,0.20703125,0.02734375,3.1543919446071915
0.98046875,0.80078125,0.07421875,0.97265625,0.30859375,0.95703125,0.70703125,0.52734375,4.723217250504558
0.73046875,0.05078125,0.82421875,0.22265625,0.05859375,0.70703125,0.45703125,0.77734375,3.5236311212052094
0.23046875,0.55078125,0.32421875,0.72265625,0.55859375,0.20703125,0.95703125,0.27734375,3.5585715457842895
0.16796875,0.48828125,0.76171875,0.91015625,0.24609375,0.01953125,0.14453125,0.08984375,2.6129533720874774
0.66796875,0.98828125,0.26171875,0.41015625,0.74609375,0.51953125,0.64453125,0.58984375,4.4442717064714685
0.91796875,0.23828125,0.51171875,0.66015625,0.99609375,0.76953125,0.39453125,0.83984375,4.797385999502227
0.41796875,0.73828125,0.01171875,0.16015625,0.49609375,0.26953125,0.89453125,0.33984375,3.1056425540787207
0.29296875,0.11328125,0.38671875,0.03515625,0.37109375,0.14453125,0.26953125,0.96484375,2.4090385005502317
0.79296875,0.61328125,0.88671875,0.53515625,0.87109375,0.64453125,0.76953125,0.46484375,5.082910612289994
0.54296875,0.36328125,0.13671875,0.28515625,0.62109375,0.89453125,0.01953125,0.21484375,2.8841894630453724
0.04296875,0.86328125,0.63671875,0.78515625,0.12109375,0.39453125,0.51953125,0.71484375,3.761577105348139
0.05859375,0.06640625,0.99609375,0.73828125,0.76171875,0.25390625,0.06640625,0.57421875,3.188178945824485
0.55859375,0.56640625,0.49609375,0.23828125,0.26171875,0.75390625,0.56640625,0.07421875,3.3326103169533976
0.80859375,0.31640625,0.74609375,0.98828125,0.01171875,0.50390625,0.31640625,0.32421875,3.6726171329434663
0.30859375,0.81640625,0.24609375,0.48828125,0.51171875,0.00390625,0.81640625,0.82421875,3.7014240601306
0.43359375,0.44140625,0.37109375,0.36328125,0.63671875,0.37890625,0.44140625,0.44921875,3.391262393914247
0.93359375,0.94140625,0.87109375,0.86328125,0.13671875,0.87890625,0.94140625,0.94921875,5.664845229998982
0.68359375,0.19140625,0.12109375,0.11328125,0.38671875,0.62890625,0.19140625,0.69921875,2.8549319038028633
0.18359375,0.69140625,0.62109375,0.61328125,0.88671875,0.12890625,0.69140625,0.19921875,3.7167406136845207
0.24609375,0.25390625,0.05859375,0.80078125,0.32421875,0.06640625,0.37890625,0.38671875,2.4032463733154765
0.74609375,0.75390625,0.55859375,0.30078125,0.82421875,0.56640625,0.87890625,0.88671875,5.0051920809182455
0.99609375,0.00390625,0.30859375,0.55078125,0.57421875,0.81640625,0.12890625,0.63671875,3.665310760687329
0.49609375,0.50390625,0.80859375,0.05078125,0.07421875,0.31640625,0.62890625,0.13671875,2.842777741961336
0.37109375,0.12890625,0.68359375,0.17578125,0.19921875,0.19140625,0.00390625,0.51171875,2.1793712937247096
0.87109375,0.62890625,0.18359375,0.67578125,0.69921875,0.69140625,0.50390625,0.01171875,3.93717502139983
0.62109375,0.37890625,0.93359375,0.42578125,0.94921875,0.94140625,0.25390625,0.26171875,4.29990068180355
0.12109375,0.87890625,0.43359375,0.92578125,0.44921875,0.44140625,0.75390625,0.76171875,4.346196184085824
0.08984375,0.41015625,0.52734375,0.08203125,0.54296875,0.72265625,0.59765625,0.29296875,3.10321622768835
0.58984375,0.91015625,0.02734375,0.58203125,0.04296875,0.22265625,0.09765625,0.79296875,2.996610412047466
0.83984375,0.16015625,0.77734375,0.33203125,0.29296875,0.47265625,0.84765625,0.54296875,3.9418240750943374
0.33984375,0.66015625,0.27734375,0.83203125,0.79296875,0.97265625,0.34765625,0.04296875,3.8821574257514424
0.46484375,0.03515625,0.15234375,0.95703125,0.91796875,0.59765625,0.97265625,0.66796875,4.255525519378537
0.96484375,0.53515625,0.65234375,0.45703125,0.41796875,0.09765625,0.47265625,0.16796875,3.506110897370816
0.71484375,0.28515625,0.40234375,0.70703125,0.16796875,0.34765625,0.72265625,0.41796875,3.553121816748006
0.21484375,0.78515625,0.90234375,0.20703125,0.66796875,0.84765625,0.22265625,0.91796875,4.294782148441544
0.15234375,0.22265625,0.46484375,0.39453125,0.10546875,0.91015625,0.91015625,0.73046875,3.5569263017026995
0.65234375,0.72265625,0.96484375,0.89453125,0.60546875,0.41015625,0.41015625,0.23046875,4.465392321844397
0.90234375,0.47265625,0.21484375,0.14453125,0.85546875,0.16015625,0.66015625,0.48046875,3.587044003455701
0.40234375,0.97265625,0.71484375,0.64453125,0.35546875,0.66015625,0.16015625,0.98046875,4.425784577792292
0.27734375,0.34765625,0.83984375,0.51953125,0.48046875,0.78515625,0.53515625,0.35546875,3.882645103404529
0.77734375,0.84765625,0.33984375,0.01953125,0.98046875,0.28515625,0.03515625,0.85546875,3.706083097494906
0.52734375,0.09765625,0.58984375,0.76953125,0.73046875,0.03515625,0.78515625,0.60546875,3.831221790147862
0.02734375,0.59765625,0.08984375,0.26953125,0.23046875,0.53515625,0.28515625,0.10546875,2.0710395324461577
0.01953125,0.19921875,0.59765625,0.90234375,0.25390625,0.87109375,0.46484375,0.03515625,3.06457458047296
0.51953125,0.69921875,0.09765625,0.40234375,0.75390625,0.37109375,0.96484375,0.53515625,4.008232407384483
0.76953125,0.44921875,0.84765625,0.65234375,0.50390625,0.12109375,0.21484375,0.78515625,4.010621063508602
0.26953125,0.94921875,0.34765625,0.15234375,0.00390625,0.62109375,0.71484375,0.28515625,3.0943288742978527
0.39453125,0.32421875,0.22265625,0.02734375,0.12890625,0.99609375,0.08984375,0.91015625,2.798331365923276
0.89453125,0.82421875,0.72265625,0.52734375,0.62890625,0.49609375,0.58984375,0.41015625,4.697790538844579
0.64453125,0.07421875,0.47265625,0.27734375,0.87890625,0.24609375,0.33984375,0.16015625,2.9105002541987846
0.14453125,0.57421875,0.97265625,0.77734375,0.37890625,0.74609375,0.83984375,0.66015625,4.6214395719993515
0.20703125,0.38671875,0.41015625,0.58984375,0.81640625,0.55859375,0.02734375,0.97265625,3.6500991000169103
0.70703125,0.88671875,0.91015625,0.08984375,0.31640625,0.05859375,0.52734375,0.47265625,3.6321104755133864
0.95703125,0.13671875,0.16015625,0.83984375,0.06640625,0.30859375,0.27734375,0.22265625,2.722489346702422
0.45703125,0.63671875,0.66015625,0.33984375,0.56640625,0.80859375,0.77734375,0.72265625,4.605114160569263
0.33203125,0.01171875,0.78515625,0.46484375,0.69140625,0.68359375,0.40234375,0.09765625,3.251182914858589
0.83203125,0.51171875,0.28515625,0.96484375,0.19140625,0.18359375,0.90234375,0.59765625,4.052536522308544
0.58203125,0.26171875,0.53515625,0.21484375,0.44140625,0.43359375,0.15234375,0.84765625,3.2804659566135825
0.08203125,0.76171875,0.03515625,0.71484375,0.94140625,0.93359375,0.65234375,0.34765625,4.022649646689009
0.11328125,0.29296875,0.87890625,0.30859375,0.03515625,0.15234375,0.99609375,0.81640625,3.230543076057599
0.61328125,0.79296875,0.37890625,0.80859375,0.53515625,0.65234375,0.49609375,0.31640625,4.285387961370812
0.86328125,0.04296875,0.62890625,0.05859375,0.78515625,0.90234375,0.74609375,0.06640625,3.6866058912423325
0.36328125,0.54296875,0.12890625,0.55859375,0.28515625,0.40234375,0.24609375,0.56640625,2.9836707113807184
0.48828125,0.16796875,0.25390625,0.68359375,0.41015625,0.02734375,0.62109375,0.19140625,2.7173165618959265
0.98828125,0.66796875,0.75390625,0.18359375,0.91015625,0.52734375,0.12109375,0.69140625,4.372788556821344
0.73828125,0.41796875,0.00390625,0.93359375,0.66015625,0.77734375,0.87109375,0.94140625,4.774641347264096
0.23828125,0.91796875,0.50390625,0.43359375,0.16015625,0.27734375,0.37109375,0.44140625,3.156507455607127
0.17578125,0.10546875,0.06640625,0.24609375,0.59765625,0.46484375,0.55859375,0.12890625,2.2596588947619383
0.67578125,0.60546875,0.56640625,0.74609375,0.09765625,0.96484375,0.05859375,0.62890625,3.976314903321773
0.92578125,0.35546875,0.31640625,0.49609375,0.34765625,0.71484375,0.80859375,0.87890625,4.423820629686656
0.42578125,0.85546875,0.81640625,0.99609375,0.84765625,0.21484375,0.30859375,0.37890625,4.372504153762494
0.30078125,0.48046875,0.69140625,0.87109375,0.97265625,0.33984375,0.93359375,0.75390625,4.809095351248409
0.80078125,0.98046875,0.19140625,0.37109375,0.47265625,0.83984375,0.43359375,0.25390625,3.9726464656554845
0.55078125,0.23046875,0.94140625,0.62109375,0.22265625,0.58984375,0.68359375,0.00390625,3.55464055114571
0.05078125,0.73046875,0.44140625,0.12109375,0.72265625,0.08984375,0.18359375,0.50390625,2.682503945165439
0.03515625,0.46484375,0.17578125,0.41796875,0.39453125,0.19921875,0.73046875,0.64453125,2.9145361898744473
0.53515625,0.96484375,0.67578125,0.91796875,0.89453125,0.69921875,0.23046875,0.14453125,4.547810074621226
0.78515625,0.21484375,0.42578125,0.16796875,0.64453125,0.94921875,0.98046875,0.39453125,4.129261398862771
0.28515625,0.71484375,0.92578125,0.66796875,0.14453125,0.44921875,0.48046875,0.89453125,4.175691289650324
0.41015625,0.08984375,0.55078125,0.54296875,0.01953125,0.07421875,0.85546875,0.26953125,2.6433474171925173
0.91015625,0.58984375,0.05078125,0.04296875,0.51953125,0.57421875,0.35546875,0.76953125,3.5230265551551083
0.66015625,0.33984375,0.80078125,0.79296875,0.76953125,0.82421875,0.60546875,0.51953125,4.872356848945167
0.16015625,0.83984375,0.30078125,0.29296875,0.26953125,0.32421875,0.10546875,0.01953125,2.198724809191583
0.22265625,0.15234375,0.86328125,0.10546875,0.95703125,0.38671875,0.79296875,0.33203125,3.4708693716789547
0.72265625,0.65234375,0.36328125,0.60546875,0.45703125,0.88671875,0.29296875,0.83203125,4.437305440069524
0.97265625,0.40234375,0.61328125,0.35546875,0.20703125,0.63671875,0.54296875,0.58203125,4.008061801524924
0.47265625,0.90234375,0.11328125,0.85546875,0.70703125,0.13671875,0.04296875,0.08203125,3.0187196746412632
0.34765625,0.27734375,0.48828125,0.98046875,0.58203125,0.26171875,0.66796875,0.70703125,3.991799262019822
0.84765625,0.77734375,0.98828125,0.48046875,0.08203125,0.76171875,0.16796875,0.20703125,3.8932376796385886
0.59765625,0.02734375,0.23828125,0.73046875,0.33203125,0.51171875,0.91796875,0.45703125,3.5445945057684582
0.09765625,0.52734375,0.73828125,0.23046875,0.83203125,0.01171875,0.41796875,0.95703125,3.4766018064034587
0.06640625,0.05859375,0.33203125,0.76171875,0.17578125,0.79296875,0.19921875,0.48828125,2.6953772877278874
0.56640625,0.55859375,0.83203125,0.26171875,0.67578125,0.29296875,0.69921875,0.98828125,4.457643494707437
0.81640625,0.30859375,0.08203125,0.51171875,0.92578125,0.04296875,0.44921875,0.73828125,3.553350165444694
0.31640625,0.80859375,0.58203125,0.01171875,0.42578125,0.54296875,0.94921875,0.23828125,3.574616480262291
0.44140625,0.43359375,0.95703125,0.13671875,0.30078125,0.91796875,0.32421875,0.61328125,3.785882654227761
0.94140625,0.93359375,0.45703125,0.63671875,0.80078125,0.41796875,0.82421875,0.11328125,4.618857903102944
0.69140625,0.18359375,0.70703125,0.38671875,0.55078125,0.16796875,0.07421875,0.36328125,2.966943256326248
0.19140625,0.68359375,0.20703125,0.88671875,0.05078125,0.66796875,0.57421875,0.86328125,3.7756910692508963
0.12890625,0.37109375,0.64453125,0.69921875,0.73828125,0.60546875,0.26171875,0.55078125,3.7598877385148888
0.62890625,0.87109375,0.14453125,0.19921875,0.23828125,0.10546875,0.76171875,0.05078125,2.7774583416599943
0.87890625,0.12109375,0.89453125,0.94921875,0.48828125,0.35546875,0.01171875,0.30078125,3.6088396418959645
0.37890625,0.62109375,0.39453125,0.44921875,0.98828125,0.85546875,0.51171875,0.80078125,4.56800378014671
0.25390625,0.24609375,0.01953125,0.32421875,0.86328125,0.73046875,0.13671875,0.42578125,2.809426267965125
0.75390625,0.74609375,0.51953125,0.82421875,0.36328125,0.23046875,0.63671875,0.92578125,4.571186052233945
0.50390625,0.49609375,0.26953125,0.07421875,0.11328125,0.48046875,0.38671875,0.67578125,2.8771666277225263
0.00390625,0.99609375,0.76953125,0.57421875,0.61328125,0.98046875,0.88671875,0.17578125,4.438429838567022
