dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,sum_sines
0.78125,0.78125,0.65625,0.46875,0.71875,0.03125,3.1599458853724363
0.53125,0.03125,0.90625,0.71875,0.96875,0.78125,3.5118433721632707
0.03125,0.53125,0.40625,0.21875,0.46875,0.28125,1.879361503273548
0.046875,0.265625,0.609375,0.578125,0.703125,0.640625,2.672481214800852
0.546875,0.765625,0.109375,0.078125,0.203125,0.140625,1.7421039136140373
0.796875,0.015625,0.359375,0.828125,0.453125,0.890625,3.0343959402591225
0.296875,0.515625,0.859375,0.328125,0.953125,0.390625,3.061310998424323
0.421875,0.140625,0.234375,0.703125,0.328125,0.265625,2.0132545678055624
0.921875,0.640625,0.734375,0.203125,0.828125,0.765625,3.6959396223629186
0.671875,0.390625,0.984375,0.953125,0.578125,0.015625,3.213455618345207
0.171875,0.890625,0.484375,0.453125,0.078125,0.515625,2.4230518868792017
0.234375,0.078125,0.796875,0.140625,0.140625,0.578125,1.8522346048788174
0.734375,0.578125,0.296875,0.640625,0.640625,0.078125,2.7825501498830647
0.984375,0.328125,0.046875,0.390625,0.890625,0.828125,3.096948924329765
0.484375,0.828125,0.546875,0.890625,0.390625,0.328125,3.202840588867326
0.359375,0.453125,0.421875,0.015625,0.765625,0.453125,2.3453277032648208
0.859375,0.953125,0.921875,0.515625,0.265625,0.953125,3.9402204401240026
0.609375,0.203125,0.671875,0.265625,0.015625,0.203125,1.8764085200541651
0.109375,0.703125,0.171875,0.765625,0.515625,0.703125,2.7594628310892633
0.078125,0.234375,0.265625,0.984375,0.984375,0.984375,3.071572234530208
0.578125,0.734375,0.765625,0.484375,0.484375,0.484375,3.3065317543941646
0.828125,0.484375,0.515625,0.734375,0.234375,0.734375,3.2678805945535823
0.328125,0.984375,0.015625,0.234375,0.734375,0.234375,2.305413000607648
0.453125,0.359375,0.890625,0.859375,0.109375,0.109375,2.542680265352316
0.953125,0.859375,0.390625,0.359375,0.609375,0.609375,3.449829705677515
0.703125,0.109375,0.140625,0.609375,0.859375,0.359375,2.577402637530961
0.203125,0.609375,0.640625,0.109375,0.359375,0.859375,2.590063693933086
0.140625,0.421875,0.078125,0.296875,0.421875,0.796875,2.044859803130956
0.640625,0.921875,0.578125,0.796875,0.921875,0.296875,3.745332234038112
0.890625,0.171875,0.828125,0.046875,0.671875,0.546875,2.874492620858262
0.390625,0.671875,0.328125,0.546875,0.171875,0.046875,2.063397999381377
0.265625,0.046875,0.703125,0.421875,0.546875,0.171875,2.056497246146857
0.765625,0.546875,0.203125,0.921875,0.046875,0.671875,2.8807878626185977
0.515625,0.296875,0.453125,0.171875,0.296875,0.421875,2.096424471758023
0.015625,0.796875,0.953125,0.671875,0.796875,0.921875,3.6803951143548725
0.0234375,0.3984375,0.4453125,0.8046875,0.2109375,0.8671875,2.534657053534084
0.5234375,0.8984375,0.9453125,0.3046875,0.7109375,0.3671875,3.404426318480864
0.7734375,0.1484375,0.6953125,0.5546875,0.9609375,0.6171875,3.4122677558643915
0.2734375,0.6484375,0.1953125,0.0546875,0.4609375,0.1171875,1.6844253752262244
0.3984375,0.0234375,0.8203125,0.9296875,0.8359375,0.2421875,2.9259584035731674
0.8984375,0.5234375,0.3203125,0.4296875,0.3359375,0.7421875,3.019221031529696
0.6484375,0.2734375,0.0703125,0.6796875,0.0859375,0.4921875,2.131175808150815
0.1484375,0.7734375,0.5703125,0.1796875,0.5859375,0.9921875,2.955314145720611
0.2109375,0.2109375,0.1328125,0.4921875,0.6484375,0.9296875,2.4291055471595504
0.7109375,0.7109375,0.6328125,0.9921875,0.1484375,0.4296875,3.298207862264934
0.9609375,0.4609375,0.8828125,0.2421875,0.3984375,0.6796875,3.2934002293792295
0.4609375,0.9609375,0.3828125,0.7421875,0.8984375,0.1796875,3.2750262112153226
0.3359375,0.3359375,0.5078125,0.3671875,0.2734375,0.0546875,1.8292706678047124
0.8359375,0.8359375,0.0078125,0.8671875,0.7734375,0.5546875,3.479452211576679
0.5859375,0.0859375,0.2578125,0.1171875,0.5234375,0.3046875,1.8105533370459614
0.0859375,0.5859375,0.7578125,0.6171875,0.0234375,0.8046875,2.6489399218056446
0.1171875,0.1171875,0.6640625,0.6484375,0.4921875,0.5234375,2.426517028641985
0.6171875,0.6171875,0.1640625,0.1484375,0.9921875,0.0234375,2.3293677430739206
0.8671875,0.3671875,0.4140625,0.8984375,0.7421875,0.7734375,3.6806913321512247
0.3671875,0.8671875,0.9140625,0.3984375,0.2421875,0.2734375,2.811343120596053
0.4921875,0.4921875,0.0390625,0.5234375,0.6171875,0.3984375,2.45074516097084
0.9921875,0.9921875,0.5390625,0.0234375,0.1171875,0.8984375,3.1104896425973
0.7421875,0.2421875,0.7890625,0.7734375,0.3671875,0.1484375,2.8309054294298965
0.2421875,0.7421875,0.2890625,0.2734375,0.8671875,0.6484375,2.8372792458437983
0.1796875,0.3046875,0.9765625,0.0859375,0.9296875,0.7109375,2.8471041874583083
0.6796875,0.8046875,0.4765625,0.5859375,0.4296875,0.2109375,2.986835607605199
0.9296875,0.0546875,0.2265625,0.3359375,0.1796875,0.9609375,2.4088279351474524
0.4296875,0.5546875,0.7265625,0.8359375,0.6796875,0.4609375,3.422831951672711
0.3046875,0.1796875,0.3515625,0.2109375,0.0546875,0.3359375,1.4167737219614551
0.8046875,0.6796875,0.8515625,0.7109375,0.5546875,0.8359375,4.022622267949814
0.5546875,0.4296875,0.6015625,0.4609375,0.8046875,0.0859375,2.7604295135666117
0.0546875,0.9296875,0.1015625,0.9609375,0.3046875,0.5859375,2.630186022888473
0.0390625,0.1328125,0.9296875,0.3515625,0.5078125,0.4765625,2.2622675574882347
0.5390625,0.6328125,0.4296875,0.8515625,0.0078125,0.9765625,3.110034230766263
0.7890625,0.3828125,0.1796875,0.1015625,0.2578125,0.2265625,1.8429292406668598
0.2890625,0.8828125,0.6796875,0.6015625,0.7578125,0.7265625,3.6037013164393774
0.4140625,0.2578125,0.3046875,0.4765625,0.3828125,0.6015625,2.35548252253567
0.9140625,0.7578125,0.8046875,0.9765625,0.8828125,0.1015625,3.9024322963194686
0.6640625,0.0078125,0.5546875,0.2265625,0.6328125,0.8515625,2.7191661467543224
0.1640625,0.5078125,0.0546875,0.7265625,0.1328125,0.3515625,1.8453464036599467
0.2265625,0.4453125,0.7421875,0.9140625,0.0703125,0.2890625,2.4785697116401435
0.7265625,0.9453125,0.2421875,0.4140625,0.5703125,0.7890625,3.3667310133099635
0.9765625,0.1953125,0.4921875,0.6640625,0.8203125,0.0390625,2.881938351142482
0.4765625,0.6953125,0.9921875,0.1640625,0.3203125,0.5390625,2.928099406713431
0.3515625,0.0703125,0.1171875,0.7890625,0.9453125,0.6640625,2.668233371366467
0.8515625,0.5703125,0.6171875,0.2890625,0.4453125,0.1640625,2.7500708228769186
0.6015625,0.3203125,0.8671875,0.5390625,0.1953125,0.9140625,3.142702220437749
0.1015625,0.8203125,0.3671875,0.0390625,0.6953125,0.4140625,2.273748634320244
0.0703125,0.3515625,0.2109375,0.1953125,0.7890625,0.1328125,1.6601850511497087
0.5703125,0.8515625,0.7109375,0.6953125,0.2890625,0.6328125,3.4618444496390453
0.8203125,0.1015625,0.9609375,0.4453125,0.0390625,0.3828125,2.495799219518583
0.3203125,0.6015625,0.4609375,0.9453125,0.5390625,0.8828125,3.4221219313942024
0.4453125,0.2265625,0.5859375,0.0703125,0.1640625,0.7578125,2.1292661643443824
0.9453125,0.7265625,0.0859375,0.5703125,0.6640625,0.2578125,2.9719980666119383
0.6953125,0.4765625,0.3359375,0.3203125,0.9140625,0.5078125,3.022127936300896
0.1953125,0.9765625,0.8359375,0.8203125,0.4140625,0.0078125,2.90607946081214
0.1328125,0.0390625,0.3984375,0.5078125,0.3515625,0.0703125,1.4603403589776283
0.6328125,0.5390625,0.8984375,0.0078125,0.8515625,0.5703125,3.1871196026412125
0.8828125,0.2890625,0.6484375,0.7578125,0.6015625,0.3203125,3.2296521194253036
0.3828125,0.7890625,0.1484375,0.2578125,0.1015625,0.8203125,2.3188299061976343
0.2578125,0.4140625,0.7734375,0.6328125,0.7265625,0.9453125,3.4222958350870742
0.7578125,0.9140625,0.2734375,0.1328125,0.2265625,0.4453125,2.5371591201473627
0.5078125,0.1640625,0.0234375,0.8828125,0.4765625,0.6953125,2.5449104468776524
0.0078125,0.6640625,0.5234375,0.3828125,0.9765625,0.1953125,2.5201755460896216
0.01171875,0.33203125,0.78515625,0.94140625,0.46484375,0.41796875,2.7071929193877895
0.51171875,0.83203125,0.28515625,0.44140625,0.96484375,0.91796875,3.5538253317907236
0.76171875,0.08203125,0.03515625,0.69140625,0.71484375,0.16796875,2.267555103406821
0.26171875,0.58203125,0.53515625,0.19140625,0.21484375,0.66796875,2.3412654677815277
0.38671875,0.20703125,0.41015625,0.81640625,0.58984375,0.54296875,2.7830602031990215
0.88671875,0.70703125,0.91015625,0.31640625,0.08984375,0.04296875,2.6580131339576147
0.63671875,0.45703125,0.66015625,0.56640625,0.33984375,0.79296875,3.2314690853146617
0.13671875,0.95703125,0.16015625,0.06640625,0.83984375,0.29296875,2.2129430269710473
0.19921875,0.01953125,0.59765625,0.25390625,0.90234375,0.35546875,2.164138525719212
0.69921875,0.51953125,0.09765625,0.75390625,0.40234375,0.85546875,3.0685405093707177
0.94921875,0.26953125,0.34765625,0.00390625,0.15234375,0.10546875,1.6808703872338149
0.44921875,0.76953125,0.84765625,0.50390625,0.65234375,0.60546875,3.5388401301836914
0.32421875,0.39453125,0.22265625,0.37890625,0.02734375,0.73046875,1.9882286317829423
0.82421875,0.89453125,0.72265625,0.87890625,0.52734375,0.23046875,3.6770277141573846
0.57421875,0.14453125,0.97265625,0.12890625,0.77734375,0.98046875,3.1742884714746324
0.07421875,0.64453125,0.47265625,0.62890625,0.27734375,0.48046875,2.454484740760998
0.10546875,0.17578125,0.06640625,0.59765625,0.24609375,0.19921875,1.350735586571417
0.60546875,0.67578125,0.56640625,0.09765625,0.74609375,0.69921875,3.1511540722935507
0.85546875,0.42578125,0.81640625,0.84765625,0.99609375,0.44921875,3.9199476707943033
0.35546875,0.92578125,0.31640625,0.34765625,0.49609375,0.94921875,3.0879236356722224
0.48046875,0.30078125,0.69140625,0.72265625,0.87109375,0.82421875,3.556513015521199
0.98046875,0.80078125,0.19140625,0.22265625,0.37109375,0.32421875,2.6409225714502447
0.73046875,0.05078125,0.44140625,0.97265625,0.12109375,0.57421875,2.6355510444318444
0.23046875,0.55078125,0.94140625,0.47265625,0.62109375,0.07421875,2.671502236036124
0.16796875,0.48828125,0.25390625,0.16015625,0.68359375,0.01171875,1.6902498930156966
0.66796875,0.98828125,0.75390625,0.66015625,0.18359375,0.51171875,3.4244468981946623
0.91796875,0.23828125,0.50390625,0.41015625,0.43359375,0.26171875,2.5908806019130877
0.41796875,0.73828125,0.00390625,0.91015625,0.93359375,0.76171875,3.3663579070531626
0.29296875,0.11328125,0.87890625,0.03515625,0.30859375,0.88671875,2.2857468382048354
0.79296875,0.61328125,0.37890625,0.53515625,0.80859375,0.38671875,3.2683418596074634
0.54296875,0.36328125,0.12890625,0.28515625,0.55859375,0.63671875,2.406434802283655
0.04296875,0.86328125,0.62890625,0.78515625,0.05859375,0.13671875,2.292984597437601
0.05859375,0.06640625,0.33203125,0.39453125,0.76171875,0.80859375,2.2487402718119784
0.55859375,0.56640625,0.83203125,0.89453125,0.26171875,0.30859375,3.1482739525585473
0.80859375,0.31640625,0.58203125,0.14453125,0.01171875,0.55859375,2.269933228371431
0.30859375,0.81640625,0.08203125,0.64453125,0.51171875,0.05859375,2.263408355815549
0.43359375,0.44140625,0.95703125,0.26953125,0.13671875,0.18359375,2.2499683338419736
0.93359375,0.94140625,0.45703125,0.76953125,0.63671875,0.68359375,3.9753782709307828
0.68359375,0.19140625,0.20703125,0.01953125,0.88671875,0.43359375,2.2420454841531905
0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,3.1471527649767173
0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,2.4115571916450023
0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,3.3957156874169008
0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,3.3107351787635313
0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,1.6248305806515746
0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,2.673911588470631
0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,2.7184375516072223
0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,2.7826813957847163
0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,3.4543053690275647
0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,2.1354993119878087
0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,2.052621800590704
0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,2.5298787919412833
0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,3.4281598739555537
0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,1.6873749863892915
0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,4.1992788340632625
0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,2.981517270350454
0.21484375,0.78515625,0.42578125,0.92578125,0.16796875,0.71484375,2.954933040326964
0.15234375,0.22265625,0.86328125,0.73828125,0.10546875,0.65234375,2.5178970820665976
0.65234375,0.72265625,0.36328125,0.23828125,0.60546875,0.15234375,2.5807086361972655
0.90234375,0.47265625,0.11328125,0.98828125,0.85546875,0.90234375,3.7278154651528803
0.40234375,0.97265625,0.61328125,0.48828125,0.35546875,0.40234375,3.0022287677525576
0.27734375,0.34765625,0.48828125,0.61328125,0.98046875,0.27734375,2.763719868280337
0.77734375,0.84765625,0.98828125,0.11328125,0.48046875,0.77734375,3.562824369817214
0.52734375,0.09765625,0.73828125,0.86328125,0.23046875,0.02734375,2.2895120433412965
0.02734375,0.59765625,0.23828125,0.36328125,0.73046875,0.52734375,2.3518815099484907
0.01953125,0.19921875,0.73046875,0.24609375,0.25390625,0.70703125,2.029036122197294
0.51953125,0.69921875,0.23046875,0.74609375,0.75390625,0.20703125,2.93734973064742
0.76953125,0.44921875,0.48046875,0.49609375,0.50390625,0.95703125,3.368584557488195
0.26953125,0.94921875,0.98046875,0.99609375,0.00390625,0.45703125,3.194545093153308
0.39453125,0.32421875,0.10546875,0.12109375,0.62890625,0.33203125,1.8432398065886344
0.89453125,0.82421875,0.60546875,0.62109375,0.12890625,0.83203125,3.5328560067067265
0.64453125,0.07421875,0.85546875,0.37109375,0.37890625,0.08203125,2.2443316113172824
0.14453125,0.57421875,0.35546875,0.87109375,0.87890625,0.58203125,3.1200346000996078
0.20703125,0.38671875,0.91796875,0.55859375,0.81640625,0.51953125,3.1322332744077674
0.70703125,0.88671875,0.41796875,0.05859375,0.31640625,0.01953125,2.219730184344415
0.95703125,0.13671875,0.16796875,0.80859375,0.06640625,0.76953125,2.6064315261723205
0.45703125,0.63671875,0.66796875,0.30859375,0.56640625,0.26953125,2.761840667344901
0.33203125,0.01171875,0.29296875,0.68359375,0.19140625,0.39453125,1.8326767388537508
0.83203125,0.51171875,0.79296875,0.18359375,0.69140625,0.89453125,3.5415179224112765
0.58203125,0.26171875,0.54296875,0.93359375,0.94140625,0.14453125,3.081321568517558
0.08203125,0.76171875,0.04296875,0.43359375,0.44140625,0.64453125,2.2632308930140286
0.11328125,0.29296875,0.38671875,0.33984375,0.03515625,0.92578125,1.9465658796713488
0.61328125,0.79296875,0.88671875,0.83984375,0.53515625,0.42578125,3.7305425058652513
0.86328125,0.04296875,0.63671875,0.08984375,0.78515625,0.67578125,2.819660858877054
0.36328125,0.54296875,0.13671875,0.58984375,0.28515625,0.17578125,2.0207324893822074
0.48828125,0.16796875,0.76171875,0.46484375,0.91015625,0.05078125,2.6150971471205398
0.98828125,0.66796875,0.26171875,0.96484375,0.41015625,0.55078125,3.457281069298305
0.73828125,0.41796875,0.01171875,0.21484375,0.16015625,0.30078125,1.7595747615609227
0.23828125,0.91796875,0.51171875,0.71484375,0.66015625,0.80078125,3.5067186312751337
0.17578125,0.10546875,0.19921875,0.90234375,0.59765625,0.86328125,2.585521809880273
0.67578125,0.60546875,0.69921875,0.40234375,0.09765625,0.36328125,2.6826949264825006
0.92578125,0.35546875,0.94921875,0.65234375,0.34765625,0.61328125,3.4833809857518263
0.42578125,0.85546875,0.44921875,0.15234375,0.84765625,0.11328125,2.6166985498341298
0.30078125,0.48046875,0.57421875,0.77734375,0.47265625,0.23828125,2.6943146609399635
0.80078125,0.98046875,0.07421875,0.27734375,0.97265625,0.73828125,3.3960131133008997
0.55078125,0.23046875,0.32421875,0.52734375,0.72265625,0.48828125,2.7040830858423304
0.05078125,0.73046875,0.82421875,0.02734375,0.22265625,0.98828125,2.5352388293105577
0.03515625,0.46484375,0.15234375,0.66796875,0.95703125,0.06640625,2.138422644117364
0.53515625,0.96484375,0.65234375,0.16796875,0.45703125,0.56640625,3.0840549683640606
0.78515625,0.21484375,0.90234375,0.91796875,0.20703125,0.31640625,3.0159902156517417
0.28515625,0.71484375,0.40234375,0.41796875,0.70703125,0.81640625,3.1125566252673487
0.41015625,0.08984375,0.52734375,0.54296875,0.08203125,0.94140625,2.3987213000491914
0.91015625,0.58984375,0.02734375,0.04296875,0.58203125,0.44140625,2.393059901449894
0.66015625,0.33984375,0.27734375,0.79296875,0.83203125,0.69140625,3.3097434227378733
0.16015625,0.83984375,0.77734375,0.29296875,0.33203125,0.19140625,2.410399260674083
0.22265625,0.15234375,0.46484375,0.10546875,0.39453125,0.12890625,1.439057728299069
0.72265625,0.65234375,0.96484375,0.60546875,0.89453125,0.62890625,4.027713796394068
0.97265625,0.40234375,0.71484375,0.35546875,0.64453125,0.37890625,3.192217975331951
0.47265625,0.90234375,0.21484375,0.85546875,0.14453125,0.87890625,3.1221778940461054
0.34765625,0.27734375,0.83984375,0.23046875,0.51953125,0.75390625,2.7684348153543867
0.84765625,0.77734375,0.33984375,0.73046875,0.01953125,0.25390625,2.722395613269803
0.59765625,0.02734375,0.08984375,0.48046875,0.26953125,0.50390625,1.8910942897019996
0.09765625,0.52734375,0.58984375,0.98046875,0.76953125,0.00390625,2.68743527955238
0.06640625,0.05859375,0.99609375,0.76171875,0.73828125,0.28515625,2.6087630042947074
0.56640625,0.55859375,0.49609375,0.26171875,0.23828125,0.78515625,2.744300687275421
0.81640625,0.30859375,0.24609375,0.51171875,0.48828125,0.03515625,2.2699600118857775
0.31640625,0.80859375,0.74609375,0.01171875,0.98828125,0.53515625,3.0700210958598984
0.44140625,0.43359375,0.37109375,0.88671875,0.36328125,0.66015625,2.9535668315360435
0.94140625,0.93359375,0.87109375,0.38671875,0.86328125,0.16015625,3.673786940244018
0.69140625,0.18359375,0.62109375,0.63671875,0.61328125,0.91015625,3.36182403130699
0.19140625,0.68359375,0.12109375,0.13671875,0.11328125,0.41015625,1.590705999418274
0.12890625,0.37109375,0.68359375,0.44921875,0.17578125,0.47265625,2.1871600947823047
0.62890625,0.87109375,0.18359375,0.94921875,0.67578125,0.97265625,3.800710730730618
0.87890625,0.12109375,0.43359375,0.19921875,0.92578125,0.22265625,2.528789626677587
0.37890625,0.62109375,0.93359375,0.69921875,0.42578125,0.72265625,3.4736244288323492
0.25390625,0.24609375,0.05859375,0.32421875,0.80078125,0.59765625,2.1525394259518
0.75390625,0.74609375,0.55859375,0.82421875,0.30078125,0.09765625,3.02104635177674
0.50390625,0.49609375,0.80859375,0.07421875,0.05078125,0.84765625,2.5568021790368443
0.00390625,0.99609375,0.30859375,0.57421875,0.55078125,0.34765625,2.554206693434525
0.005859375,0.498046875,0.654296875,0.283203125,0.833984375,0.974609375,2.9397011090040936
0.505859375,0.998046875,0.154296875,0.783203125,0.333984375,0.474609375,2.969012651273971
0.755859375,0.248046875,0.404296875,0.033203125,0.083984375,0.724609375,2.104723489508373
0.255859375,0.748046875,0.904296875,0.533203125,0.583984375,0.224609375,3.001648279441737
0.380859375,0.123046875,0.029296875,0.408203125,0.208984375,0.099609375,1.2276196477780346
0.880859375,0.623046875,0.529296875,0.908203125,0.708984375,0.599609375,3.8635078453043463
0.630859375,0.373046875,0.779296875,0.158203125,0.958984375,0.349609375,2.975756287047199
0.130859375,0.873046875,0.279296875,0.658203125,0.458984375,0.849609375,2.9782128608153977
0.193359375,0.185546875,0.966796875,0.970703125,0.271484375,0.787109375,3.0014720325428508
0.693359375,0.685546875,0.466796875,0.470703125,0.771484375,0.287109375,3.1561433676199915
0.943359375,0.435546875,0.216796875,0.720703125,0.521484375,0.537109375,3.1162791436527506
0.443359375,0.935546875,0.716796875,0.220703125,0.021484375,0.037109375,2.1683726515277404
0.318359375,0.310546875,0.341796875,0.845703125,0.646484375,0.162109375,2.465990597917429
0.818359375,0.810546875,0.841796875,0.345703125,0.146484375,0.662109375,3.300132208687928
0.568359375,0.060546875,0.591796875,0.595703125,0.396484375,0.412109375,2.504424924876732
0.068359375,0.560546875,0.091796875,0.095703125,0.896484375,0.912109375,2.3591140413185006
0.099609375,0.029296875,0.498046875,0.126953125,0.615234375,0.630859375,1.9000492736727
0.599609375,0.529296875,0.998046875,0.626953125,0.115234375,0.130859375,2.7418064898116614
0.849609375,0.279296875,0.748046875,0.376953125,0.365234375,0.880859375,3.2034543540406046
0.349609375,0.779296875,0.248046875,0.876953125,0.865234375,0.380859375,3.192580960379175
0.474609375,0.404296875,0.873046875,0.001953125,0.490234375,0.255859375,2.342516240346702
0.974609375,0.904296875,0.373046875,0.501953125,0.990234375,0.755859375,3.981135183337212
0.724609375,0.154296875,0.123046875,0.251953125,0.740234375,0.005859375,1.8688811922076256
0.224609375,0.654296875,0.623046875,0.751953125,0.240234375,0.505859375,2.820395473455611
0.162109375,0.341796875,0.185546875,0.564453125,0.052734375,0.568359375,1.806978765245491
0.662109375,0.841796875,0.685546875,0.064453125,0.552734375,0.068359375,2.6514506179375874
0.912109375,0.091796875,0.935546875,0.814453125,0.802734375,0.818359375,3.8640227569272407
0.412109375,0.591796875,0.435546875,0.314453125,0.302734375,0.318359375,2.3007390984375986
0.287109375,0.216796875,0.560546875,0.689453125,0.927734375,0.443359375,2.8952883440505763
0.787109375,0.716796875,0.060546875,0.189453125,0.427734375,0.943359375,2.8384658597299186
0.537109375,0.466796875,0.310546875,0.939453125,0.177734375,0.193359375,2.4434543713613475
0.037109375,0.966796875,0.810546875,0.439453125,0.677734375,0.693359375,3.2764345825377843
0.052734375,0.232421875,0.232421875,0.861328125,0.380859375,0.365234375,2.000974874846854
0.552734375,0.732421875,0.732421875,0.361328125,0.880859375,0.865234375,3.7484115111655405
0.802734375,0.482421875,0.982421875,0.611328125,0.630859375,0.115234375,3.2938024473338596
0.302734375,0.982421875,0.482421875,0.111328125,0.130859375,0.615234375,2.4126357867945694
0.427734375,0.357421875,0.607421875,0.986328125,0.505859375,0.740234375,3.3284489314591648
0.927734375,0.857421875,0.107421875,0.486328125,0.005859375,0.240234375,2.3748093192009216
0.677734375,0.107421875,0.357421875,0.736328125,0.255859375,0.990234375,2.844908589255824
0.177734375,0.607421875,0.857421875,0.236328125,0.755859375,0.490234375,2.894591825634553
0.240234375,0.419921875,0.419921875,0.423828125,0.943359375,0.427734375,2.6889066038474536
0.740234375,0.919921875,0.919921875,0.923828125,0.443359375,0.927734375,4.292724360638921
0.990234375,0.169921875,0.669921875,0.173828125,0.193359375,0.177734375,2.168095534090209
0.490234375,0.669921875,0.169921875,0.673828125,0.693359375,0.677734375,3.1509989813830046
0.365234375,0.044921875,0.794921875,0.298828125,0.068359375,0.552734375,2.0036068905596247
0.865234375,0.544921875,0.294921875,0.798828125,0.568359375,0.052734375,2.8777628103516855
0.615234375,0.294921875,0.044921875,0.048828125,0.818359375,0.802734375,2.410814570766333
0.115234375,0.794921875,0.544921875,0.548828125,0.318359375,0.302734375,2.479967650789847
0.083984375,0.263671875,0.888671875,0.705078125,0.162109375,0.021484375,1.9517244134555387
0.583984375,0.763671875,0.388671875,0.205078125,0.662109375,0.521484375,2.9384836303499853
0.833984375,0.013671875,0.138671875,0.955078125,0.912109375,0.271484375,2.767830980717781
0.333984375,0.513671875,0.638671875,0.455078125,0.412109375,0.771484375,2.95259362332083
0.458984375,0.138671875,0.263671875,0.580078125,0.787109375,0.896484375,2.8794347244103538
0.958984375,0.638671875,0.763671875,0.080078125,0.287109375,0.396484375,2.8556681151735113
0.708984375,0.388671875,0.513671875,0.830078125,0.037109375,0.646484375,2.8988703578022523
0.208984375,0.888671875,0.013671875,0.330078125,0.537109375,0.146484375,1.979105591258898
0.146484375,0.076171875,0.701171875,0.017578125,0.724609375,0.208984375,1.7550595572539482
0.646484375,0.576171875,0.201171875,0.517578125,0.224609375,0.708984375,2.715585217585484
0.896484375,0.326171875,0.451171875,0.267578125,0.474609375,0.458984375,2.702001648218045
0.396484375,0.826171875,0.951171875,0.767578125,0.974609375,0.958984375,4.27610269726864
0.271484375,0.451171875,0.076171875,0.142578125,0.349609375,0.833984375,2.0055212747920867
0.771484375,0.951171875,0.576171875,0.642578125,0.849609375,0.333984375,3.7342083046261783
0.521484375,0.201171875,0.826171875,0.392578125,0.599609375,0.583984375,2.931572002923831
0.021484375,0.701171875,0.326171875,0.892578125,0.099609375,0.083984375,1.9490376435032155
0.029296875,0.099609375,0.833984375,0.525390625,0.888671875,0.154296875,2.300823358205344
0.529296875,0.599609375,0.333984375,0.025390625,0.388671875,0.654296875,2.4100054856596813
